PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT
CN1C2=C(C(=C(C3=C2C(=CC(=N3)C(=O)N)C1=O)N)Cl)N	25113669	HWRGTOQGZGTNID-UHFFFAOYSA-N	C12H10ClN5O2	291.695
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC	24202429	BMGQWWVMWDBQGC-PZFYLCKJSA-N	C35H30N4O4	570.649
CC1=CC(=C2C(=C1)NC(=N2)C3=CN=C(N=C3C)NCCCC4CCN(CC4)C)C	23650961	FCRFVPZAXGJLPW-UHFFFAOYSA-N	C23H32N6	392.551
C1=CC2=C(C3=C1C(=O)C=CN3)NC=CC2=O.Cl	21545164	OVQCLXOSRLVGCA-UHFFFAOYSA-N	C12H9ClN2O2	248.666
C1CC(NC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F	16666333	AHIVQGOUBLVTCB-AWEZNQCLSA-N	C18H17FN4O	324.359
C1CC(NC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F	16665853	AHIVQGOUBLVTCB-UHFFFAOYSA-N	C18H17FN4O	324.359
CC1=C2C(=CC(=C1)C3=C(C=CC(=C3)O)Cl)N=NC(=N2)NC4=CC=C(C=C4)OCCN5CCCC5	11712625	AQSSMEORRLJZLU-UHFFFAOYSA-N	C26H26ClN5O2	475.977
CN(C)CCNC1=C2C3=C(C=C1)N=CN3C4=C(C2=O)C=C(C=C4)OC	11681568	NJTQMNXHSDDMHX-UHFFFAOYSA-N	C19H20N4O2	336.395
COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCC(CC5)N)C=C3	10158940	DEEOXSOLTLIWMG-UHFFFAOYSA-N	C24H27N5O2	417.513
C1=CC(=C2C(=C1)N=C(C=N2)C3=CC=C(C=C3)Cl)C(=O)N	9993998	UDJDYJOTQNZIBF-UHFFFAOYSA-N	C15H10ClN3O	283.715
CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)O)O	9981346	AMSOPBXQXSAAAC-RBWOYHBQSA-N	C26H19N3O5	453.454
CCCN1CCC(CC1)C2=NC3=C(C=CC=C3N2)C(=O)N	9925908	KXSIHXHEHABEJX-UHFFFAOYSA-N	C16H22N4O	286.379
CCSCC1=CC2=C(C=C1)N3C4CC(C(O4)(N5C6=C(C=C(C=C6)CSCC)C7=C8CNC(=O)C8=C2C3=C75)C)(C(=O)OC)O	9917013	SCMLRESZJCKCTC-KMYQRJGFSA-N	C33H33N3O5S2	615.763
CC(CN(C)C)NC(=O)C1=C2C(=CC=C1)N=C3C=CC4=C(C3=N2)C=CC=C4OC	9886593	ACAXGYADTLFREX-CQSZACIVSA-N	C23H24N4O2	388.471
CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O	9840076	SEKJSSBJKFLZIT-UHFFFAOYSA-N	C19H20N4O	320.396
CNC1CC2=C3C(=CC=C2)NC(=O)N3C1	9818479	RKZSNTNMEFVBDT-MRVPVSSYSA-N	C11H13N3O	203.245
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH2+]C)OC	7048594	HKSZLNNOFSGOKW-FYTWVXJKSA-O	C28H27N4O3+	467.549
CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O	5494425	VNDWQCSOSCCWIP-UHFFFAOYSA-N	C18H16FN3O	309.344
C1=CC2=C(C3=C(C=C2)C=CC(=N3)C=O)N=C1	4737072	SURLLZFZRLZTBI-UHFFFAOYSA-N	C13H8N2O	208.22
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)NC)OC	4616292	PBCZSGKMGDDXIJ-UHFFFAOYSA-N	C28H26N4O4	482.54
C1CN(CCN1C2=C3C=CC=NC3=C(C=C2)[N+](=O)[O-])C(=O)C4=CC=C(C=C4)Cl	3953303	KLNPVNZJCWIQSK-UHFFFAOYSA-N	C20H17ClN4O3	396.831
CC(C)NC1CCN2C3=C(C1O)C=CC=C3NC2=O	3086576	ZSTCZWJCLIRCOJ-DGCLKSJQSA-N	C14H19N3O2	261.325
CCCCCCCCN1CCC2=C(C(=C(C(=C21)NC(=O)C(C)(C)C)C)CC(=O)O)C	3081927	TXIIZHHIOHVWJD-UHFFFAOYSA-N	C25H40N2O3	416.606
CCCCC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O	3025727	FLOKGHWIQFCIJW-UHFFFAOYSA-N	C26H24N6O2	452.518
C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.O.Cl	2723715	NDLHUHRGAIHALB-UHFFFAOYSA-N	C12H11ClN2O	234.683
CC1=CC=CC2=NC3=CC=CC=C3N=C12	606676	WBVSERCLMQZOBK-UHFFFAOYSA-N	C13H10N2	194.237
CC1=C2C(=CC=C1)N(C(=N2)C3=C(C=CC=C3F)F)CC4=C(C=CC=C4F)F	468848	JIYRSPUMGRIYBL-UHFFFAOYSA-N	C21H14F4N2	370.351
C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O	447446	OTPNDVKVEAIXTI-IYBDPMFKSA-N	C24H15N3O3	393.402
CC1=CC=CC2=NC3=CC=CC(=C3N=C12)C(=O)NCCNCCNCCNC(=O)C4=C5C(=CC=C4)N=C6C=CC=C(C6=N5)C	439035	SFOADSRLCHRTKT-UHFFFAOYSA-N	C34H34N8O2	586.7
C1CN(CCN1CCCNC2=C3C4=C(C=C2)N=CN4C5=CC=CC=C5C3=O)CCCN6C(=O)C7=CC=CC8=CC(=CC(=C87)C6=O)[N+](=O)[O-]	439005	QWYVHPGUXNHJPF-UHFFFAOYSA-N	C36H33N7O5	643.704
CN(C)CCNC1=C2C3=C(C=C1)N=CN3C4=C(C2=O)C=C(C=C4)O	371510	QKYXFJYABODRFA-UHFFFAOYSA-N	C18H18N4O2	322.368
C1=CC2=C(C3=C(C=C2)C=CC(=N3)Cl)N=C1	355193	JHRMQHFRVPVGHL-UHFFFAOYSA-N	C12H7ClN2	214.652
C1=CC2=CC(=CC(=C2N=C1)N)O	244284	XSAFKWKVRFZBMP-UHFFFAOYSA-N	C9H8N2O	160.176
CC1=C(C2=C(C=CC=N2)C=C1)N	231556	LOVKAXWPSDVFJO-UHFFFAOYSA-N	C10H10N2	158.204
CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)OC3=CC=CC(=C3)C(F)(F)F)OC.C(CC(=O)O)C(=O)O	163761	CQBKFGJRAOXYIP-UHFFFAOYSA-N	C28H34F3N3O7	581.589
C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC3=C2N=CC=C3	161167	FEBBZFJWAMUFPI-UHFFFAOYSA-N	C15H12N2O2S	284.333
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC	158617	HMJIYCCIJYRONP-INIZCTEOSA-N	C19H21N3O5	371.393
C1=CC2=C(C(=C1)NC(=O)C(F)(F)F)N=CC=C2	148136	YXWUOVBRRVKKQF-UHFFFAOYSA-N	C11H7F3N2O	240.185
CCN(CC)CCNC1=C2C3=C(C=C1)N=C(N3C4=C(C2=O)C=C(C=C4)O)C	132128	CAHBHXJBZIGLGG-UHFFFAOYSA-N	C21H24N4O2	364.449
CC1=C2C=CC3=C(C2=NC=C1)N=CC=C3	93149	NAZZKEZTSOOCSZ-UHFFFAOYSA-N	C13H10N2	194.237
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC3=C2N=CC=C3	82533	ZSMKPYXVUIWTCT-UHFFFAOYSA-N	C16H14N2O2S	298.36
C1=CC2=C(C(=C1)[N+](=O)[O-])NC(=C2)C(=O)O	81409	BIUCOFQROHIAEO-UHFFFAOYSA-N	C9H6N2O4	206.157
C1=CC2=CC(=C3C=CC=NC3=C2N=C1)Cl	77865	XDUUQOQFSWSZSM-UHFFFAOYSA-N	C12H7ClN2	214.652
COC1C(OC(C(C1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO	73110	QEHOIJJIZXRMAN-QZQSLCQPSA-N	C27H21Cl2N3O7	570.379
C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5	72812	DHDHJYNTEFLIHY-UHFFFAOYSA-N	C24H16N2	332.406
CC1=C2C=CC=NC2=C3C(=C1)C=CC=N3	72791	UJAQYOZROIFQHO-UHFFFAOYSA-N	C13H10N2	194.237
C1=CC2=CC(=C3C=CC=NC3=C2N=C1)[N+](=O)[O-]	72790	PDDBTWXLNJNICS-UHFFFAOYSA-N	C12H7N3O2	225.207
CC(CCCNC1=C2C(=CC(=C1)OC)C=CC=N2)N	68928	NBAFIBBHADOTMU-UHFFFAOYSA-N	C15H21N3O	259.353
CC1=C(NC2=C1C=CC=C2[N+](=O)[O-])C	38742	ONCCVOJTXZBTDY-UHFFFAOYSA-N	C10H10N2O2	190.202
C1=CC2=C(C(=C1)[N+](=O)[O-])NC=C2	23396	LZJGQIVWUKFTRD-UHFFFAOYSA-N	C8H6N2O2	162.148
CC1=NC2=C(C=CC=C2[N+](=O)[O-])C=C1	13433	UHPGVDHXHDPYQP-UHFFFAOYSA-N	C10H8N2O2	188.186
COC1=CC(=C2C(=C1)C=CC=N2)[N+](=O)[O-]	6822	MIMUSZHMZBJBPO-UHFFFAOYSA-N	C10H8N2O3	204.185
CCCCCCOC(=O)C1(CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)O	3844	ZHEHVZXPFVXKEY-UHFFFAOYSA-N	C32H31N3O5	537.616
COC1=CC=CC(=C1)C2=NC3=C(C=CC=C3N2)C(=O)N	1511	NVVWVYYHTKCIAE-UHFFFAOYSA-N	C15H13N3O2	267.288
C1CCC2(CC1)CC(=NO2)C3=NC4=C(C=C(C=C4N3)C5=CC=CC=C5C(F)(F)F)C(F)(F)F	135883253	VSMFCZZEKTVDHM-UHFFFAOYSA-N	C23H19F6N3O	467.415
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OC	135723831	PCMXVTVLQVGYLX-UHFFFAOYSA-N	C26H22N4O5	470.485
CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCN(CC5)CCOC	135448904	UQNVJOYCOQUVLD-XMMPIXPASA-N	C28H33ClN6O3	537.061
CC1=C2C(=CC(=C1)C3CCN(CC3)CCCF)NC(=N2)C4=C(C=CNC4=O)NCCN5C=C(C=N5)Cl	135441202	VWELCPLMPPEKOL-UHFFFAOYSA-N	C26H31ClFN7O	512.03
CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCN(CC5)CCC#N	135423375	VVIPLSCLYCWUQT-XMMPIXPASA-N	C28H30ClN7O2	532.045
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C	135391139	NZCRJKRKKOLAOJ-WSTNJLQSSA-N	C43H51N3O11	785.891
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C	134754217	NZCRJKRKKOLAOJ-VJYREXROSA-N	C43H51N3O11	785.891
CC1CC(=O)NC2=CC=CC(=C2N1)C3=CC(=CC=C3)OCC4=CC=CC=C4	121278062	XKIQUMIGIBMUJB-MRXNPFEDSA-N	C23H22N2O2	358.441
CC1CC(=O)NC2=CC=CC(=C2N1)C3=CC4=C(C=C3)N(N=C4C5CC5)C	121271781	RUOHSEWJRWMCPQ-GFCCVEGCSA-N	C21H22N4O	346.434
CC1C(=O)NC2=CC=CC(=C2N1)C(=O)NCCCN3CCCC4=C3C=C(C=C4)OC	102358573	FBGWKDHQIRVFSD-OAHLLOKOSA-N	C23H28N4O3	408.502
C1=CC(=CC=C1N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C4=C(C(=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)[O-])N=NC5=CC=C(C=C5)N=NC6=C(C=C(C=C6)N)N)N)[O-].[Na+].[Na+]	101697935	UZZFFIUHUDOYPS-UHFFFAOYSA-L	C34H27N13Na2O7S2	839.774
CC1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)C8CC(CN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)COC.CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3	91885554	HCOFYZXVHCYVAU-OTBOHSEESA-N	C71H83FN11O17P	1412.477
CC1=CC=C(C=C1)S(=O)(=O)[O-].CN1CCN2C3CC[NH+](CC3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F	90655111	LHAPOGAFBLSJJQ-GUTACTQSSA-N	C31H36FN3O4S	565.704
CC1=C(C2=C(C=C1)N=CC=C2)C3=C4C(=CC(=C3)C5=C(ON=C5C)C)NC(=N4)C6CC6	86301666	KHQQNXFBTALTQF-UHFFFAOYSA-N	C25H22N4O	394.478
CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC=C4)C	72703989	SKLAQDNYYXAFGK-QWDXWUACSA-N	C27H34N6O2	474.609
CC1(C(N(C(=O)O1)C2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3N=CC=C4)C5=CC=CC=C5)C	71464718	LUYWAGVRXKSNLL-DEOSSOPVSA-N	C27H23N3O3	437.499
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C	66577007	NZCRJKRKKOLAOJ-IEOSPBRCSA-N	C43H51N3O11	785.891
CC(C)C(C(=O)N1CC(CC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC5=C(C=C4)C6=C(C=C5)NC(=N6)C7C[Si](CN7C(=O)C(C(C)C)NC(=O)OC)(C)C)(F)F)NC(=O)OC	58426972	IHWFCBNZRRITRU-BBACVFHCSA-N	C43H52F2N8O6Si	843.021
CCNC(=O)NC1=NC2=C(N1)C=C(C(=C2C3CCCO3)F)C4=CN=C(N=C4)C(C)(C)O	57524959	BKUISYCLLXCBJV-CQSZACIVSA-N	C21H25FN6O3	428.468
CC1=C2C(=CC=C1)NC(=S)N2.[Zn]	57358321	LIVZWWLQNHAXBN-UHFFFAOYSA-N	C8H8N2SZn	229.606
CC1=C(C2=C(C=C1)NC3=C(CN2S(=O)(=O)C4=CC=C(C=C4)C(C)(C)C)C=CC(=N3)C(F)(F)F)C	56840673	OAIVSBLLDFJYMS-UHFFFAOYSA-N	C25H26F3N3O2S	489.557
C1CC2CC1C3C2C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5N=CC=C6	56587957	LFGACFGWTJMDPZ-ALFLXDJESA-N	C25H21N3O3	411.461
CC1=NC2=C(C=CC=C2N=C1C3=CC=C(C=C3)C4=CC(=CC=C4)S(=O)(=O)C)C(F)(F)F	46206336	YKGVGRQMFLSEFJ-UHFFFAOYSA-N	C23H17F3N2O2S	442.456
CC(C)(C1=NC(=NO1)C2=C3C(=CC=C2)NC4=C(CN3S(=O)(=O)C5=CC=C(C=C5)OC(F)(F)F)C=CC(=N4)C(F)(F)F)O	46200989	WQQNCCUPGPFWOI-UHFFFAOYSA-N	C25H19F6N5O5S	615.507
C1CCNC(C1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F	46173035	LGVIXHMVSRYWJL-HNNXBMFYSA-N	C19H19FN4O	338.386
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)NC)OC	44352972	PBCZSGKMGDDXIJ-YODCGEJZSA-N	C28H26N4O4	482.54
C1=CC(=C2C(=C1)NC(=O)C(=O)N2)CP(=O)(O)O	44268212	UOZUJQGSHJMDSB-UHFFFAOYSA-N	C9H9N2O5P	256.154
CNS(=O)(=O)C1=CC=C(C=C1)C2=C3C(=CC=C2)N=CC(=N3)C4=CC(=C(C(=C4)OC)OC)OC	25128110	LYSCAOWDVVWGQK-UHFFFAOYSA-N	C24H23N3O5S	465.524
CN1CCN(CC1)C2=CN=C3C=C(C=C(C3=N2)C4=CC(=CC=C4)O)C(F)(F)F	25113181	QNCYYRHIUFGGJX-UHFFFAOYSA-N	C20H19F3N4O	388.394
C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)O)N)S(=O)(=O)O.[Na+]	24181220	RIHGOHWEPZTTGD-UHFFFAOYSA-N	C32H24N6NaO6S2+	675.69
CN1CCCN(CC1)C2=C3C(=CC(=C2)OC)C(=O)C=C(N3)C(=O)NC4=CC=C(C=C4)N5CCOCC5	22184652	XFRKJVFIKNDCPI-UHFFFAOYSA-N	C27H33N5O4	491.592
CN1CCN2C3CCN(CC3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F	21302490	HOIIHACBCFLJET-SFTDATJTSA-N	C24H28FN3O	393.506
CNC1CC2=C3C(=CC=C2)NC(=O)N3C1	21252527	RKZSNTNMEFVBDT-UHFFFAOYSA-N	C11H13N3O	203.245
CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4.C1=CC=C(C=C1)S(=O)(=O)O	18435899	ARQUTWAXTHJROR-UHFFFAOYSA-N	C32H35N5O5S	601.722
CC(C)(CC1=CC2=C(C=C1)C3=C(C4=C2C=C(C=C4)OCCC5CC5)N=C(N3)C6=C(C=C(C=C6C#N)F)C#N)O	16730275	PYRKKGOKRMZEIT-UHFFFAOYSA-N	C32H27FN4O2	518.592
CCCCCCOC(=O)C1(CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)O	16219545	ZHEHVZXPFVXKEY-IKZDWWSZSA-N	C32H31N3O5	537.616
COC1=CC=C(C=C1)S(=O)(=O)N2CCC3=C2C(=CC=C3)NC(=O)C4=CC=NC=C4	16215971	QGWOKAXBIMWTNE-UHFFFAOYSA-N	C21H19N3O4S	409.46
CC1=NC2=C(C=CC=C2NC(=O)C3=CC=C(C=C3)OC(C)C)C=C1	16016585	GVGVYDCVFBGALZ-UHFFFAOYSA-N	C20H20N2O2	320.392
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC	15654696	RBPFEPGTRLLUKI-UHFFFAOYSA-N	C25H22N6O3	454.49
CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N	11960528	JNAHVYVRKWKWKQ-UHFFFAOYSA-N	C13H16N4O	244.298
CC1=C(C2=C(N1)C=CC(=C2)F)C3=NC4=C(N3)C5=C(C6=C4C=CC=N6)N=CC=C5	11960271	NIRXBXIPHUTNNI-UHFFFAOYSA-N	C22H14FN5	367.387
CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N	11842604	JNAHVYVRKWKWKQ-ZDUSSCGKSA-N	C13H16N4O	244.298
CCNC(=O)NC1=NC2=C(C=C(C=C2N1)C3=CN=CC=C3)C4=C(C=CC=N4)F	11646514	ASLMIDYEWPPSGH-UHFFFAOYSA-N	C20H17FN6O	376.395
CN1C=NC2=C1C(=C(C(=C2)C#N)C3=CC=CC=C3Cl)CN	11572962	YJLVMTVZVJSNHG-UHFFFAOYSA-N	C16H13ClN4	296.758
CC1=C2C(=CC(=C1)C3=C(C=CC=C3Cl)Cl)N=NC(=N2)NC4=CC=C(C=C4)OCCN5CCCC5	11562302	OTTCBLPTHPBEEX-UHFFFAOYSA-N	C26H25Cl2N5O	494.42
CCNC(=O)NC1=NC2=C(C=C(C=C2N1)C3=CC(=CN=C3)F)C4=NC=CC=N4	11494578	FKCGKEHVIVGGDU-UHFFFAOYSA-N	C19H16FN7O	377.383
CC1(CC(=CC(N1)(C)C)C2=NC3=C(C=CC=C3N2)C(=O)N)C	11460732	ZKFWXZUJCFLPSP-UHFFFAOYSA-N	C17H22N4O	298.39
CCC1=CN2CCS(=O)(=O)N(C3=C2C1=CC(=C3)C(=O)NC(CC4=CC=CC=C4)C(CNCC5=CC(=CC=C5)C(F)(F)F)O)C	11296859	MSHYGGHZTGSTOG-LMSSTIIKSA-N	C32H35F3N4O4S	628.711
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(=O)NC6=O)NC)OC	10906957	POTTVLREWUNNRO-UGZRAAABSA-N	C28H24N4O4	480.524
C1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N	10823781	OBBJGEVEIULNEO-UHFFFAOYSA-N	C14H11N3O	237.262
C1CC2=CC(=CC3=C2N(C1CC(=O)O)C(=O)C(=O)N3)Br	10472338	RDSPPHOSNHTINE-UHFFFAOYSA-N	C13H11BrN2O4	339.145
CN(C)CCCOC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O	10292240	MTJCJUPJHXRBGL-UHFFFAOYSA-N	C21H24N4O2	364.449
CC1=C(NC(=O)C2=C1C=CC3=C2N=C(N3)NC4=C(C=CC=C4Cl)Cl)C	10248747	YDEDKRCWCCZXBE-UHFFFAOYSA-N	C18H14Cl2N4O	373.237
CN(C)CCNC(=O)C1=C2C(=CC=C1)N=C3C=CC4=C(C3=N2)C=CN=C4	10154612	IRJVADJSOOEUAI-UHFFFAOYSA-N	C20H19N5O	345.406
C1=CC(=C2C(=C1)NC=N2)C(=O)N	10130109	JJDMKDXGNVJWCD-UHFFFAOYSA-N	C8H7N3O	161.164
CC(C)NC1CCN2C3=C(C1O)C=CC=C3NC2=O	9992825	ZSTCZWJCLIRCOJ-UHFFFAOYSA-N	C14H19N3O2	261.325
C1=CC(=CN=C1)C(=O)NC2=C3C(=CC(=C2)Cl)C4=C(N3)C=NC=C4	9949093	JZRMBDHPALEPDM-UHFFFAOYSA-N	C17H11ClN4O	322.752
CCC1=CN2CCS(=O)(=O)N(C3=C2C1=CC(=C3)C(=O)NC(CC4=CC=CC=C4)C(CNCC5=CC(=CC=C5)OC)O)C	9938431	MNGUVHPNHVMEDL-MFMCTBQISA-N	C32H38N4O5S	590.739
C1C(C2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O)CO	9932061	NVSJOASGKCGXBZ-SYLNULQMSA-N	C25H17N3O4	423.428
C1=CC2=C(C(=C1)O)NC3=C4C(=C5C(=C23)C(=O)NC5=O)C6=C(N4)C(=CC=C6)O	9928668	FETFZHLVPOJEBR-UHFFFAOYSA-N	C20H11N3O4	357.325
CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC(=N2)C(C)(C)C	9926920	IDSOIRUIKYGAHY-UHFFFAOYSA-N	C19H29N3O	315.461
CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O	9912412	KOZFSFOOLUUIGY-TZFXDJNOSA-N	C27H21N3O5	467.481
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OCC	9869241	BCPWNYREAURMOP-UHFFFAOYSA-N	C26H24N6O3	468.517
CC(C1=CC=C(C=C1)Br)NC(C2=C3C(=CC=C2)NC(=O)C(=O)N3)P(=O)(O)O	9868551	XXZGNAZRWCBSBK-WFVOFKTRSA-N	C17H17BrN3O5P	454.217
CC1=C(C2=C(C=C1)N(C(=N2)C)CCCCC3(C4=CC=CC=C4C5=CC=CC=C53)C(=O)NCC(F)(F)F)NC(=O)C6=CC=CC=C6C7=CC=C(C=C7)C(F)(F)F	9853566	PCOWNQCLFYEXLR-UHFFFAOYSA-N	C43H36F6N4O2	754.777
CCCCCCOC(=O)C1(CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)O	9850141	ZHEHVZXPFVXKEY-MWOZDUBJSA-N	C32H31N3O5	537.616
CC(C)C1=CC=CC=C1S(=O)(=O)C2=C(C3=C(C(=C2)N)N=CC=C3)[N+](=O)[O-]	9820766	YUVNGBZROXQYQH-UHFFFAOYSA-N	C18H17N3O4S	371.411
CCCCCN1CCC2=C1C(=C(C=C2C)C)NC(=O)C(C)(C)C	9819918	HYEIHNVWTVQZFH-UHFFFAOYSA-N	C20H32N2O	316.489
CC1=C(C=C2C(=C1[N+](=O)[O-])NC(=O)C(=O)N2)Cl	9816526	CODLITRXBIRDTG-UHFFFAOYSA-N	C9H6ClN3O4	255.614
CC1=CC2=C(C(=C1C)[N+](=O)[O-])NC(=O)C(=O)N2	9816093	CYJRVSOLVYLORV-UHFFFAOYSA-N	C10H9N3O4	235.199
C1CC2=CC(=CC3=C2N(C1CC(=O)NC4=C(C=C(C=C4)CN)OCC(=O)O)C(=O)C(=O)N3)Cl	9806307	YYEFXCPNCWKDDJ-AWEZNQCLSA-N	C22H21ClN4O6	472.882
CC12CC(C(C(O1)N3C4=CC=CC=C4C5=C6CNC(=O)C6=C7C8=CC=CC=C8N2C7=C53)OC)NC	6610353	XTGJCWHCHWNXSE-WQGXBGQBSA-N	C28H26N4O3	466.541
CC(NCC1=CC(=CC2=C1NC(=O)C(=O)N2)Br)P(=O)(O)O	6604872	DPFHVUSPVHRVFL-YFKPBYRVSA-N	C11H13BrN3O5P	378.119
CC(C)N1C=NC2=C1C=C(C=C2C(=O)NC3CN4CCC3CC4)Cl	6604794	OGXMGJGFLBSEJW-HNNXBMFYSA-N	C18H23ClN4O	346.859
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC	6419748	HKSZLNNOFSGOKW-UUUCIFKISA-N	C28H26N4O3	466.541
C1=CC=C(C=C1)C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=CC3=C2N=CC=C3	5717801	LCOIAYJMPKXARU-VAWYXSNFSA-N	C21H17Cl3N4OS	479.804
C1=C(C=C(C2=C1NC(=O)C(=O)N2)CNCP(=O)(O)O)[N+](=O)[O-]	5491960	ABFMMCZFKUIJGQ-UHFFFAOYSA-N	C10H11N4O7P	330.193
COC1=CC2=C(C=C1)NC3=C4C(=C5C(=C23)C(=O)NC5=O)C6=C(N4)C=CC(=C6)OC	5482344	LGTURXDQKJRHSF-UHFFFAOYSA-N	C22H15N3O4	385.379
