PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT
[CH+]C1=CC=CC=C1	136176164	LNCPVXUJKDNJLL-UHFFFAOYSA-N	C7H6+	90.125
[CH2+]C=[CH]	136694110	RZSYXEBEXPMHGO-UHFFFAOYSA-N	C3H4+	40.065
C=C[CH]C=[CH+]	136747643	HNOKYUOIWRFYQI-UHFFFAOYSA-N	C5H6+	66.103
[CH]=C=[CH+]	136775406	SLFUVDGNZKNNNX-MICDWDOJSA-N	C3H2+	39.055
[CH]=C=[CH+]	136775407	SLFUVDGNZKNNNX-OUBTZVSYSA-N	C3H2+	39.041
[CH]=C=[CH+]	136775408	SLFUVDGNZKNNNX-LBPDFUHNSA-N	C3H2+	39.041
[CH2]C[CH2+]	136842224	LPBDFNPTFBEETI-UHFFFAOYSA-N	C3H6+	42.081
[CH2-]C=C[CH2-]	136843852	PQHFLZJYFGDDAT-ARJAWSKDSA-N	C4H6-2	54.092
[CH2]C[CH+]	136846889	KTYORTKXMRQJAF-UHFFFAOYSA-N	C3H5+	41.073
[CH]1[CH][CH][CH+][CH][CH]1	137145962	HAIIYTFJFNJWGT-UHFFFAOYSA-N	C6H6+	78.114
