PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT
C=CC=O	7847	HGINCPLSRVDWNT-UHFFFAOYSA-N	C3H4O	56.064
C=O	712	WSFSSNUMVMOOMR-UHFFFAOYSA-N	CH2O	30.026
C1=CC=CC=C1	241	UHOVQNZJYSORNB-UHFFFAOYSA-N	C6H6	78.114
CC=O	177	IKHGUXGNUITLKF-UHFFFAOYSA-N	C2H4O	44.053
CC=C	8252	QQONPFPTGQHPMA-UHFFFAOYSA-N	C3H6	42.081
C=C	6325	VGGSQFUCUMXWEO-UHFFFAOYSA-N	C2H4	28.054
CCC=O	527	NBBJYMSMWIIQGU-UHFFFAOYSA-N	C3H6O	58.08
C	297	VNWKTOKETHGBQD-UHFFFAOYSA-N	CH4	16.043
C1=CC=C(C=C1)C=O	240	HUMNYLRZRPPJDN-UHFFFAOYSA-N	C7H6O	106.124
CC=CC=O	447466	MLUCVPSAIODCQM-NSCUHMNNSA-N	C4H6O	70.091
C=CC=C	7845	KAKZBPTYRLMSJV-UHFFFAOYSA-N	C4H6	54.092
[HH]	783	UFHFLCQGNIYNRP-UHFFFAOYSA-N	H2	2.016
O	24602	XLYOFNOQVPJJNP-ZSJDYOACSA-N	H2O	20.027
CC	6324	OTMSDBZUPAUEDD-UHFFFAOYSA-N	C2H6	30.07
O	962	XLYOFNOQVPJJNP-UHFFFAOYSA-N	H2O	18.015
[C]	5462310	OKTJSMMVPCPJKN-UHFFFAOYSA-N	C	12.011
CC(=C)C=O	6562	STNJBCKSHOAVAJ-UHFFFAOYSA-N	C4H6O	70.091
[HH]	119434	UFHFLCQGNIYNRP-NJFSPNSNSA-N	H2	4.024
[HH]	24824	UFHFLCQGNIYNRP-JMRXTUGHSA-N	H2	6.032
[HH]	167583	UFHFLCQGNIYNRP-OUBTZVSYSA-N	H2	3.022
O	104752	XLYOFNOQVPJJNP-PWCQTSIFSA-N	H2O	22.031
[HH]	24523	UFHFLCQGNIYNRP-VVKOMZTBSA-N	H2	4.028
CC=C=C	11535	QNRMTGGDHLBXQZ-UHFFFAOYSA-N	C4H6	54.092
C=C=C	10037	IYABWNGZIDDRAK-UHFFFAOYSA-N	C3H4	40.065
C=CC=CC=O	5356697	PPXGQLMPUIVFRE-ARJAWSKDSA-N	C5H6O	82.102
[OH-]	961	XLYOFNOQVPJJNP-UHFFFAOYSA-M	HO-	17.007
CC=CC=O	643950	MLUCVPSAIODCQM-IHWYPQMZSA-N	C4H6O	70.091
[HH]	58838673	UFHFLCQGNIYNRP-UHFFFAOYSA-N	H2	5.034
O	10129877	XLYOFNOQVPJJNP-BJUDXGSMSA-N	H2O	17.019
C=CC=CC=O	5986428	PPXGQLMPUIVFRE-ONEGZZNKSA-N	C5H6O	82.102
[O-2]	190217	AHKZTVQIVOEVFO-UHFFFAOYSA-N	O-2	15.999
[H-]	166653	KLGZELKXQMTEMM-UHFFFAOYSA-N	H-	1.008
[OH]	157350	TUJKJAMUKRIRHC-UHFFFAOYSA-N	HO	17.007
C=CC=CC=O	61208	PPXGQLMPUIVFRE-UHFFFAOYSA-N	C5H6O	82.102
CC=CC=O	20138	MLUCVPSAIODCQM-UHFFFAOYSA-N	C4H6O	70.091
[H+]	1038	GPRLSGONYQIRFK-UHFFFAOYSA-N	H+	1.008
C1=CC=CC=C1	16212250	UHOVQNZJYSORNB-NHPOFCFZSA-N	C6H6	81.132
CC=C	15621143	QQONPFPTGQHPMA-LBPDFUHNSA-N	C3H6	43.073
C=C=C	15558634	IYABWNGZIDDRAK-LNLMKGTHSA-N	C3H4	44.089
CC	15244547	OTMSDBZUPAUEDD-LNLMKGTHSA-N	C2H6	34.094
C1=CC=C(C=C1)C=O	12998378	HUMNYLRZRPPJDN-MZWXYZOWSA-N	C7H6O	112.161
CC	12053198	OTMSDBZUPAUEDD-KPAILUHGSA-N	C2H6	35.101
C1=CC=CC=C1	11332416	UHOVQNZJYSORNB-RALIUCGRSA-N	C6H6	83.145
C1=CC=C(C=C1)C=O	11159309	HUMNYLRZRPPJDN-RALIUCGRSA-N	C7H6O	111.155
C	10953798	VNWKTOKETHGBQD-FIBGUPNXSA-N	CH4	19.061
C1=CC=C(C=C1)C=O	10931392	HUMNYLRZRPPJDN-ZXJNGCBISA-N	C7H6O	112.078
C1=CC=C(C=C1)C=O	10887848	HUMNYLRZRPPJDN-RAMDWTOOSA-N	C7H6O	107.13
C	10866248	VNWKTOKETHGBQD-DICFDUPASA-N	CH4	18.055
[O]	159832	QVGXLLKOCUKJST-UHFFFAOYSA-N	O	15.999
CC=O	140625	IKHGUXGNUITLKF-FIBGUPNXSA-N	C2H4O	47.071
CC	138525	OTMSDBZUPAUEDD-MICDWDOJSA-N	C2H6	31.076
C=C	137677	VGGSQFUCUMXWEO-APAIHEESSA-N	C2H4	31.072
CC	137127	OTMSDBZUPAUEDD-WFGJKAKNSA-N	C2H6	36.107
CC=C	137051	QQONPFPTGQHPMA-QNYGJALNSA-N	C3H6	48.118
[OH3+]	123332	XLYOFNOQVPJJNP-UHFFFAOYSA-O	H3O+	19.023
C=[CH]	123166	ORGHESHFQPYLAO-UHFFFAOYSA-N	C2H3	27.046
C=O	123127	WSFSSNUMVMOOMR-DICFDUPASA-N	CH2O	32.038
CC=O	123124	IKHGUXGNUITLKF-MZCSYVLQSA-N	C2H4O	48.077
C1=CC=CC=C1	123097	UHOVQNZJYSORNB-MICDWDOJSA-N	C6H6	79.12
C=C	123083	VGGSQFUCUMXWEO-LNLMKGTHSA-N	C2H4	32.078
C	123070	VNWKTOKETHGBQD-JQYAHLJZSA-N	CH4	20.067
C	114789	VNWKTOKETHGBQD-BJUDXGSMSA-N	CH4	15.043
C	105026	VNWKTOKETHGBQD-OUBTZVSYSA-N	CH4	17.035
C1=CC=CC=C1	71601	UHOVQNZJYSORNB-MZWXYZOWSA-N	C6H6	84.151
C	12669	VNWKTOKETHGBQD-MICDWDOJSA-N	CH4	17.049
CCC=O	71309167	NBBJYMSMWIIQGU-LBPDFUHNSA-N	C3H6O	59.072
C=CC=O	57608826	HGINCPLSRVDWNT-YODZYWACSA-N	C3H4O	60.088
[H+].[OH-]	22247451	XLYOFNOQVPJJNP-UHFFFAOYSA-N	H2O	18.015
C1CC=C=C=C1	22138104	LQABCMYNMHGWFU-UHFFFAOYSA-N	C6H6	78.114
C=C	16684224	VGGSQFUCUMXWEO-QDNHWIQGSA-N	C2H4	30.066
C1=CC=CC=C1	16217359	UHOVQNZJYSORNB-VTBMLFEUSA-N	C6H6	82.138
C1C=CC=C=C1	15686076	QJJOAYUATFWLKY-UHFFFAOYSA-N	C6H6	78.114
CC=C=C=C	13593933	WWQAGDWTJOKFQB-UHFFFAOYSA-N	C5H6	66.103
C=1=C=C=C=C=C1	12334440	PXCDDPIOUAJVRE-UHFFFAOYSA-N	C6	72.066
C=C	12242921	VGGSQFUCUMXWEO-ZDOIIHCHSA-N	C2H4	30.039
C1=CC=CC=C1	12208570	UHOVQNZJYSORNB-OUBTZVSYSA-N	C6H6	79.106
CCC=O	12201346	NBBJYMSMWIIQGU-CBTSVUPCSA-N	C3H6O	60.092
CC	12053733	OTMSDBZUPAUEDD-OUBTZVSYSA-N	C2H6	31.062
[CH2-]C(=C)[CH2+]	11790068	MOWBWPSGCTXGKR-UHFFFAOYSA-N	C4H6	54.092
C1=CC=CC=C1	11309472	UHOVQNZJYSORNB-IDEBNGHGSA-N	C6H6	84.068
CC=O	10942333	IKHGUXGNUITLKF-ZDOIIHCHSA-N	C2H4O	46.038
C1=CC=C(C=C1)C=O	10877067	HUMNYLRZRPPJDN-PTQBSOBMSA-N	C7H6O	107.116
C	10219356	VNWKTOKETHGBQD-IGMARMGPSA-N	CH4	16.032
O	10197601	XLYOFNOQVPJJNP-OUBTZVSYSA-N	H2O	19.015
O	6914120	XLYOFNOQVPJJNP-MNYXATJNSA-N	H2O	20.023
[H-]	6857428	KLGZELKXQMTEMM-OUBTZVSYSA-N	H-	2.014
C=[OH+]	6432181	WSFSSNUMVMOOMR-UHFFFAOYSA-O	CH3O+	31.034
[H+]	5460653	GPRLSGONYQIRFK-FTGQXOHASA-N	H+	1.008
[H+]	5460634	GPRLSGONYQIRFK-DYCDLGHISA-N	H+	2.014
[HH]	5460631	UFHFLCQGNIYNRP-IGMARMGPSA-N	H2	2.016
[H]	5362549	YZCKVEUIGOORGS-UHFFFAOYSA-N	H	1.008
C1=CC=[C-]C=C1	5150480	BJISZDCMBMQNIY-UHFFFAOYSA-N	C6H5-	77.106
[CH3]	3034819	WCYWZMWISLQXQU-UHFFFAOYSA-N	CH3	15.035
[CH3+]	644094	JUHDUIDUEUEQND-UHFFFAOYSA-N	CH3+	15.035
C=CC=C	518944	KAKZBPTYRLMSJV-UFSLNRCZSA-N	C4H6	60.129
C1=CC=CC=C1	147522	UHOVQNZJYSORNB-NJFSPNSNSA-N	C6H6	80.106
C=C=CC=O	143035	OYBQILSQCOWJHL-UHFFFAOYSA-N	C4H4O	68.075
C=C=CC=C=C	141506	ROAKNVNVSBKPLL-UHFFFAOYSA-N	C6H6	78.114
CC	141449	OTMSDBZUPAUEDD-DICFDUPASA-N	C2H6	32.082
C=O	141095	WSFSSNUMVMOOMR-MICDWDOJSA-N	CH2O	31.032
O	139859	XLYOFNOQVPJJNP-DYCDLGHISA-N	H2O	19.021
C=C=C=C=C	139338	UNSWNZFTRPSXHQ-UHFFFAOYSA-N	C5H4	64.087
C=CC=C=C	139187	FNQQBQSISCLVNQ-UHFFFAOYSA-N	C5H6	66.103
C=C	138825	VGGSQFUCUMXWEO-DICFDUPASA-N	C2H4	30.066
C[C]=O	137849	TUCNEACPLKLKNU-UHFFFAOYSA-N	C2H3O	43.045
C=C=C=C	137747	WHVXVDDUYCELKP-UHFFFAOYSA-N	C4H4	52.076
C=C	137676	VGGSQFUCUMXWEO-MICDWDOJSA-N	C2H4	29.06
CC	137287	OTMSDBZUPAUEDD-FIBGUPNXSA-N	C2H6	33.088
[CH]=O	123370	CFHIDWOYWUOIHU-UHFFFAOYSA-N	CHO	29.018
C=CCC=O	123248	IWJMQXOBCQTQCF-UHFFFAOYSA-N	C4H6O	70.091
CC=O	123208	IKHGUXGNUITLKF-VMNATFBRSA-N	C2H4O	45.059
[CH2]	123164	HZVOZRGWRWCICA-UHFFFAOYSA-N	CH2	14.027
C[CH2]	123138	QUPDWYMUPZLYJZ-UHFFFAOYSA-N	C2H5	29.062
C=C[CH2]	123136	RMRFFCXPLWYOOY-UHFFFAOYSA-N	C3H5	41.073
O	105142	XLYOFNOQVPJJNP-NJFSPNSNSA-N	H2O	20.015
C	26873	VNWKTOKETHGBQD-NJFSPNSNSA-N	CH4	18.035
[CH3-]	881	LGRLWUINFJPLSH-UHFFFAOYSA-N	CH3-	15.035
C1=CC=C([C+]=C1)C=O	101545303	WDUIKEQQYWXFSI-UHFFFAOYSA-N	C7H5O+	105.116
CC=O	90740107	IKHGUXGNUITLKF-FUDHJZNOSA-N	C2H4O	47.071
[HH].C	86607863	XXGJRAFLOAKNCC-UHFFFAOYSA-N	CH6	18.059
C=CC=[CH+]	86062172	OWMNUYQCGIDONO-UHFFFAOYSA-N	C4H5+	53.084
C=CC=C	71309612	KAKZBPTYRLMSJV-VFZPYAPFSA-N	C4H6	56.077
CC=[CH-]	60098600	ZEJYUSNKPNYKPO-UHFFFAOYSA-N	C3H5-	41.073
C[C+]C	59424175	NVITWUVHLGLILX-UHFFFAOYSA-N	C3H6+	42.081
[CH2+]C[CH2+]	59180673	BZMOBPBGCUCZRE-UHFFFAOYSA-N	C3H6+2	42.081
C=C=[CH-]	58833583	XPVBHDCWRJTAOG-UHFFFAOYSA-N	C3H3-	39.057
C=C[CH2+]	58649404	WPKVKNZNPQRHOD-UHFFFAOYSA-N	C3H5+	41.073
C1=CC(=CC=[C+]1)C=O	58341946	HTYSVJITXGHQAP-UHFFFAOYSA-N	C7H5O+	105.116
CC(=[C])C	57751730	NKKKCIMQSFEBQR-UHFFFAOYSA-N	C4H6	54.092
CCC=O	56845944	NBBJYMSMWIIQGU-ZBJDZAJPSA-N	C3H6O	63.111
C1=CC=CC=C1	56621421	UHOVQNZJYSORNB-CBYSEHNBSA-N	C6H6	81.132
CC=O	53789371	IKHGUXGNUITLKF-CNRUNOGKSA-N	C2H4O	46.061
C1=CC=CC=C1	53723443	UHOVQNZJYSORNB-CNRUNOGKSA-N	C6H6	80.122
C=C=C=C=C=C	53681017	UFSWJHBPTWKNNP-UHFFFAOYSA-N	C6H4	76.098
C=CC=C=C=C	53676512	BDNQWNOANNMPAQ-UHFFFAOYSA-N	C6H6	78.114
[CH2-]C[CH2+]	53627801	CUJPFPXNDSIBPG-UHFFFAOYSA-N	C3H6	42.081
C[C+]=C	23558401	HTMKJAWNIZJNPX-UHFFFAOYSA-N	C3H5+	41.073
C=[CH+]	22901819	QLLSNXSJBAXPLZ-UHFFFAOYSA-N	C2H3+	27.046
CC=C	22872692	QQONPFPTGQHPMA-PBNXXWCMSA-N	C3H6	44.093
C=CC=[OH+]	21718454	HGINCPLSRVDWNT-UHFFFAOYSA-O	C3H5O+	57.072
C=[CH-]	20755471	IEARPTNIYZTWOZ-UHFFFAOYSA-N	C2H3-	27.046
C[C-]=C	18724448	YAZDSYHMUXODIE-UHFFFAOYSA-N	C3H5-	41.073
CC=[CH+]	17861767	XYDDSSMQRCTDII-UHFFFAOYSA-N	C3H5+	41.073
CC=C	16697568	QQONPFPTGQHPMA-MICDWDOJSA-N	C3H6	43.087
C1=CC=C(C=C1)C=O	16213526	HUMNYLRZRPPJDN-KFNOGTNBSA-N	C7H6O	108.122
C	16070030	VNWKTOKETHGBQD-YPZZEJLDSA-N	CH4	14.049
O	16048639	XLYOFNOQVPJJNP-AKLPVKDBSA-N	H2O	21.02
CC=C	15621135	QQONPFPTGQHPMA-VMNATFBRSA-N	C3H6	43.087
C1=CC=CC=C1	13000144	UHOVQNZJYSORNB-MNXKEWLBSA-N	C6H6	90.162
C1=CC=CC=C1	13000143	UHOVQNZJYSORNB-QDNHWIQGSA-N	C6H6	80.126
C1=CC=C(C=C1)C=O	12998379	HUMNYLRZRPPJDN-PPJXEINESA-N	C7H6O	108.124
C1=CC=C(C=C1)C=O	12998376	HUMNYLRZRPPJDN-QYKNYGDISA-N	C7H6O	107.13
C=CC(=C)C=O	12921732	MAIKQLKNUUQMOA-UHFFFAOYSA-N	C5H6O	82.102
CC=[OH+]	12543514	IKHGUXGNUITLKF-UHFFFAOYSA-O	C2H5O+	45.061
CC=C	12503527	QQONPFPTGQHPMA-WFVSFCRTSA-N	C3H6	43.087
C1=C=CC=C=C1	12488467	AIESRBVWAFETPR-UHFFFAOYSA-N	C6H4	76.098
[CH-]=O	12485890	CKJNUZNMWOVDFN-UHFFFAOYSA-N	CHO-	29.018
CC1=CC=C=C=C1	12468687	MGHXBIBWGYKIIZ-UHFFFAOYSA-N	C7H6	90.125
[CH2-]C=C	12349196	WTGJAEVFEMBUCK-UHFFFAOYSA-N	C3H5-	41.073
CC1=C=C=CC=C1	12307917	QSVCHSNGYQVVML-UHFFFAOYSA-N	C7H6	90.125
CC	12244985	OTMSDBZUPAUEDD-QDNHWIQGSA-N	C2H6	32.082
CC	12244983	OTMSDBZUPAUEDD-BMQYTIHCSA-N	C2H6	34.094
C=C	12242923	VGGSQFUCUMXWEO-OUBTZVSYSA-N	C2H4	29.046
C	12242919	VNWKTOKETHGBQD-CNRUNOGKSA-N	CH4	18.051
C	12242916	VNWKTOKETHGBQD-PPVWBSHVSA-N	CH4	21.06
C=CC=C	12198902	KAKZBPTYRLMSJV-NMQOAUCRSA-N	C4H6	56.104
CC=O	12198043	IKHGUXGNUITLKF-HQMMCQRPSA-N	C2H4O	46.045
CC=C=C=C=C	11815814	JNUKOTUICJZAIB-UHFFFAOYSA-N	C6H6	78.114
CC=O	11434906	IKHGUXGNUITLKF-MICDWDOJSA-N	C2H4O	45.059
C=O	11029752	WSFSSNUMVMOOMR-OUBTZVSYSA-N	CH2O	31.018
[OH]	6914119	TUJKJAMUKRIRHC-MICDWDOJSA-N	HO	18.013
[H-]	6857429	KLGZELKXQMTEMM-IGMARMGPSA-N	H-	1.008
[H-]	6857427	KLGZELKXQMTEMM-NJFSPNSNSA-N	H-	3.016
C=O	6451503	WSFSSNUMVMOOMR-NJFSPNSNSA-N	CH2O	32.018
CC[CH]	6432633	OSFBJERFMQCEQY-UHFFFAOYSA-N	C3H6	42.081
C[C]C	6432418	IPZJQDSFZGZEOY-UHFFFAOYSA-N	C3H6	42.081
C=[C]	6432236	SNVLJLYUUXKWOJ-UHFFFAOYSA-N	C2H2	26.038
[CH-]=C=[CH+]	6432222	OUSWHEMIRJJMAW-UHFFFAOYSA-N	C3H2	38.049
C=[C+]C=O	6419342	QDGFJPNGGCXWTF-UHFFFAOYSA-N	C3H3O+	55.056
CC=[CH]	5478422	ZLRGTQBGRLOXCT-UHFFFAOYSA-N	C3H5	41.073
[O-]	5460641	SUNFGZRUFCAYCR-UHFFFAOYSA-N	O-	15.999
[H]	5460635	YZCKVEUIGOORGS-OUBTZVSYSA-N	H	2.014
[H]	5460633	YZCKVEUIGOORGS-NJFSPNSNSA-N	H	3.016
[OH+]	5460554	MSCUNRCIQGLERU-UHFFFAOYSA-N	HO+	17.007
C1=CC=C(C=C1)[C]=O	5369526	LEVJVKGPFAQPOI-UHFFFAOYSA-N	C7H5O	105.116
[CH2]C=[CH]	5365472	OQOPKWGTWCVGHN-UHFFFAOYSA-N	C3H4	40.065
C1=CC=C(C=C1)[C+]=O	5325558	UIVYRGNJIZIXRC-UHFFFAOYSA-N	C7H5O+	105.116
C1=CC=[C+]C=C1	5150536	UEDBHEFYEKZZBA-UHFFFAOYSA-N	C6H5+	77.106
C[CH2+]	4266598	YQHHCMVUMULAPZ-UHFFFAOYSA-N	C2H5+	29.062
C[C-]=O	643972	RRGZOQKPWJKLOE-UHFFFAOYSA-N	C2H3O-	43.045
C=C=CCC=O	534089	ZAHREXMSTLJYPJ-UHFFFAOYSA-N	C5H6O	82.102
C=CC=C	517868	KAKZBPTYRLMSJV-LNLMKGTHSA-N	C4H6	58.116
C	177708	VNWKTOKETHGBQD-AKLPVKDBSA-N	CH4	19.043
[OH2+]	171528	RECVMTHOQWMYFX-UHFFFAOYSA-N	H2O+	18.015
C1=CC(=C[C+]=C1)C=O	165326	CZFQHVHOJDBNEW-UHFFFAOYSA-N	C7H5O+	105.116
CC[C]=O	139982	UFUASNAHBMBJIX-UHFFFAOYSA-N	C3H5O	57.072
C=C=[CH]	137767	DITHIFQMPPCBCU-UHFFFAOYSA-N	C3H3	39.057
C1=CC=[C]C=C1	123159	CIUQDSCDWFSTQR-UHFFFAOYSA-N	C6H5	77.106
[CH2+]	135971918	CCOXZMOGYFFTRT-UHFFFAOYSA-N	CH2+	14.027
[CH+]	135473697	WVVLBIYUCXYYEU-UHFFFAOYSA-N	CH+	13.019
C1=CC=C(C=C1)C=O	124004125	HUMNYLRZRPPJDN-ZFJHNFROSA-N	C7H6O	112.078
C1=CC=CC=C1	101103333	UHOVQNZJYSORNB-PCEJJIFQSA-N	C6H6	90.105
CC=CC=O	91613880	MLUCVPSAIODCQM-QYKNYGDISA-N	C4H6O	71.097
CC=CC=O	91424231	MLUCVPSAIODCQM-PBNXXWCMSA-N	C4H6O	72.103
CC=CC=O	91157664	MLUCVPSAIODCQM-FIBGUPNXSA-N	C4H6O	73.109
C=C=C=C.C=O	90971345	DAFMUNQIQNTHSX-UHFFFAOYSA-N	C5H6O	82.102
C=O	90471743	WSFSSNUMVMOOMR-RGIGPVFXSA-N	CH2O	33.019
[HH].C=O	86684092	ZSKCOFJBFXSEDP-UHFFFAOYSA-N	CH4O	32.042
CC=C	71309978	QQONPFPTGQHPMA-VMIGTVKRSA-N	C3H6	45.058
C=CC=O	71309562	HGINCPLSRVDWNT-VMIGTVKRSA-N	C3H4O	59.041
C=CC=O	71309244	HGINCPLSRVDWNT-VQEHIDDOSA-N	C3H4O	57.056
C1=CC=CC=C1	71309208	UHOVQNZJYSORNB-WDBXEELJSA-N	C6H6	78.048
C1=CC=CC=C1	71308903	UHOVQNZJYSORNB-ZDOIIHCHSA-N	C6H6	80.099
C[CH-][OH2+]	60130942	IZRWEMRADYDKSZ-UHFFFAOYSA-N	C2H6O	46.069
CC	60127937	OTMSDBZUPAUEDD-GXEIOEIKSA-N	C2H6	30.07
CCC=O	60086296	NBBJYMSMWIIQGU-WJULDGBESA-N	C3H6O	60.088
[CH-]=O	60062253	CKJNUZNMWOVDFN-MICDWDOJSA-N	CHO-	30.024
[CH3-]	60024402	LGRLWUINFJPLSH-BJUDXGSMSA-N	CH3-	14.035
[CH3-]	60024397	LGRLWUINFJPLSH-OUBTZVSYSA-N	CH3-	16.027
C1C=C[C-]C=C1	59998557	RTBSBOIGJIDCRK-UHFFFAOYSA-N	C6H6-	78.114
C1C=CC=C[C-]1	59998556	NCWJTBLGPZHYCH-UHFFFAOYSA-N	C6H6-	78.114
C1=CC=C(C=C1)C=O	59963775	HUMNYLRZRPPJDN-IBTRZKOZSA-N	C7H6O	108.132
[CH]C[CH]	59954763	NKXMGCUADHKCDW-UHFFFAOYSA-N	C3H4	40.065
[CH]CC=O	59953910	JYNZFXCIVCWFLM-UHFFFAOYSA-N	C3H4O	56.064
[CH]C([CH])[CH]	59953295	AHUKFWJQRPEOER-UHFFFAOYSA-N	C4H4	52.076
CC([CH])[CH]	59952711	ZLLGXEBMZBPCEI-UHFFFAOYSA-N	C4H6	54.092
C	59925419	VNWKTOKETHGBQD-GXEIOEIKSA-N	CH4	16.043
CC=C	59910313	QQONPFPTGQHPMA-WJULDGBESA-N	C3H6	44.089
[CH]CC[CH]	59909673	FBWMIMOVCDOBKH-UHFFFAOYSA-N	C4H6	54.092
C[C-]	59905439	JIQXJFLMLPZXBP-UHFFFAOYSA-N	C2H3-	27.046
[CH3-]	59904976	LGRLWUINFJPLSH-MICDWDOJSA-N	CH3-	16.041
C	59904965	VNWKTOKETHGBQD-STIVALEISA-N	CH4	21.065
C	59901542	VNWKTOKETHGBQD-XIGASBNHSA-N	CH4	19.057
C=C	59900937	VGGSQFUCUMXWEO-LLCOILBOSA-N	C2H4	32.07
[CH3+]	59898986	JUHDUIDUEUEQND-MICDWDOJSA-N	CH3+	16.041
CC=CC=O	59868996	MLUCVPSAIODCQM-SMQGVBCRSA-N	C4H6O	73.109
CC=CC=O	59868994	MLUCVPSAIODCQM-XNHULNRKSA-N	C4H6O	72.103
[CH-]=C[CH]C=[CH+]	59850616	DMBQDAPCNIRTGP-UHFFFAOYSA-N	C5H5	65.095
CCC=O	59850484	NBBJYMSMWIIQGU-MICDWDOJSA-N	C3H6O	59.086
CC=C	59818940	QQONPFPTGQHPMA-NQTJVJJLSA-N	C3H6	48.105
CC([CH])C=O	59624016	BQLGVQQFSCIDLQ-UHFFFAOYSA-N	C4H6O	70.091
[CH2+][CH]	59510790	QLLSNXSJBAXPLZ-UHFFFAOYSA-N	C2H3+	27.046
C=[C]	59318240	SNVLJLYUUXKWOJ-MICDWDOJSA-N	C2H2	27.044
C=CC=O	59317460	HGINCPLSRVDWNT-WJULDGBESA-N	C3H4O	58.072
C=C=C	59260254	IYABWNGZIDDRAK-WLLBOEFESA-N	C3H4	46.089
[CH2]	59256376	HZVOZRGWRWCICA-MICDWDOJSA-N	CH2	15.033
[CH][CH][CH]C([CH])[CH]	59237856	VRFHRYRROFIZOO-UHFFFAOYSA-N	C6H6	78.114
[CH][CH]C([CH])[CH]	59237835	PHPNIPJWSIKPJK-UHFFFAOYSA-N	C5H5	65.095
CC=O	59160800	IKHGUXGNUITLKF-PKTJCQLPSA-N	C2H4O	47.067
[CH2+]C=O	59125623	UKHGZNUEZHOQQT-VMNATFBRSA-N	C2H3O+	44.051
CC=[C]	59106242	JRUWUFXVESNYDQ-WJULDGBESA-N	C3H4	42.073
CC=C	59105946	QQONPFPTGQHPMA-UURISEFRSA-N	C3H6	46.097
CC([CH])C=O	59070108	BQLGVQQFSCIDLQ-BYPYZUCNSA-N	C4H6O	70.091
CC=C[CH]	59061983	PVXAYGJAMOBSON-UHFFFAOYSA-N	C4H6	54.092
[OH-]	59049839	XLYOFNOQVPJJNP-MNYXATJNSA-M	HO-	19.015
CC	59045420	OTMSDBZUPAUEDD-WLLBOEFESA-N	C2H6	36.094
[CH2-]	59040078	BBNHULVYDKYRSP-UHFFFAOYSA-N	CH2-	14.027
C1=CC=C(C=C1)C=O	59037040	HUMNYLRZRPPJDN-MICDWDOJSA-N	C7H6O	107.13
C[CH]C=O	59004577	TWBIDQDUOXHFSN-WJULDGBESA-N	C3H5O	59.08
CC	58939904	OTMSDBZUPAUEDD-VQBNBCTGSA-N	C2H6	42.118
[CH]CCC=O	58878975	SMMDJHPLXSARON-UHFFFAOYSA-N	C4H6O	70.091
C	58855663	VNWKTOKETHGBQD-GIOFAXNUSA-N	CH4	19.05
[CH3-]	58811190	LGRLWUINFJPLSH-CNRUNOGKSA-N	CH3-	17.043
[CH3+]	58811189	JUHDUIDUEUEQND-CNRUNOGKSA-N	CH3+	17.043
CC=O	58807789	IKHGUXGNUITLKF-WWXGHNMISA-N	C2H4O	44.053
[CH]CC=C[CH]	58782419	XLXOVPMOOSNDSA-HYXAFXHYSA-N	C5H6	66.103
C=C	58776161	VGGSQFUCUMXWEO-WQUPFYEISA-N	C2H4	36.086
C1=CC=C(C=C1)[C-]=O	58774214	CYECSKUNKSNXJD-UHFFFAOYSA-N	C7H5O-	105.116
C=[CH-]	58771855	IEARPTNIYZTWOZ-MICDWDOJSA-N	C2H3-	28.052
C[C+]=C=C	58771248	RJGIRBTZKPMLRN-UHFFFAOYSA-N	C4H5+	53.084
[CH][CH][CH][CH][CH][CH]	58761512	JKGJZQWWCXZUNC-UHFFFAOYSA-N	C6H6	78.114
[OH]	58750500	TUJKJAMUKRIRHC-OUBTZVSYSA-N	HO	18.007
[CH-]	58746192	VPIURJINGFGPNS-UHFFFAOYSA-N	CH-	13.019
[OH-]	58609138	XLYOFNOQVPJJNP-FTGQXOHASA-M	HO-	17.007
[CH-]=C[CH+]	58582812	NOZVYUMSEIFOSW-UHFFFAOYSA-N	C3H3	39.057
[CH2]	58452229	HZVOZRGWRWCICA-CNRUNOGKSA-N	CH2	16.035
[OH-]	58422532	XLYOFNOQVPJJNP-DYCDLGHISA-M	HO-	18.013
CC	58185150	OTMSDBZUPAUEDD-BJUDXGSMSA-N	C2H6	29.07
C	58098237	VNWKTOKETHGBQD-UAWRUSLQSA-N	CH4	20.063
CC=C=C=C=C=C	58092060	VTLVNDAGXUCCIV-UHFFFAOYSA-N	C7H6	90.125
CC=O	58067075	IKHGUXGNUITLKF-FUPOQFPWSA-N	C2H4O	46.061
CC	58066924	OTMSDBZUPAUEDD-KQORAOOSSA-N	C2H6	34.081
CC=O	58066912	IKHGUXGNUITLKF-MWINOUDCSA-N	C2H4O	46.051
CC	58066903	OTMSDBZUPAUEDD-GIOFAXNUSA-N	C2H6	33.077
CC	58066891	OTMSDBZUPAUEDD-WGVGGRBOSA-N	C2H6	33.075
CC	58066889	OTMSDBZUPAUEDD-WUVOJTTISA-N	C2H6	32.071
CC	58066888	OTMSDBZUPAUEDD-TVNFCSRNSA-N	C2H6	31.065
[CH3+]	58013676	JUHDUIDUEUEQND-BJUDXGSMSA-N	CH3+	14.035
C[CH]	58004487	UUFQTNFCRMXOAE-FUPOQFPWSA-N	C2H4	30.062
[OH-]	57937911	XLYOFNOQVPJJNP-IGMARMGPSA-M	HO-	17.003
