PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHI	PUBCHEM_MOLECULAR_WEIGHT
CC(C)(C#N)OC1=CC=CC=C1C(=O)O	67285473	InChI=1S/C11H11NO3/c1-11(2,7-12)15-9-6-4-3-5-8(9)10(13)14/h3-6H,1-2H3,(H,13,14)	205.213
CCCC(C1=CC=CC=C1OC(=O)C2=CC=CC=C2O)F	67235327	InChI=1S/C17H17FO3/c1-2-7-14(18)12-8-4-6-11-16(12)21-17(20)13-9-3-5-10-15(13)19/h3-6,8-11,14,19H,2,7H2,1H3	288.318
CCC=CCCOC(=O)C1=CC=CC=C1OC(=O)C2=CC=CC=C2O	67193419	InChI=1S/C20H20O5/c1-2-3-4-9-14-24-19(22)16-11-6-8-13-18(16)25-20(23)15-10-5-7-12-17(15)21/h3-8,10-13,21H,2,9,14H2,1H3/b4-3-	340.375
C1CCC(CC1)OC(=O)C2=CC=CC=C2OC(=O)C3=CC=CC=C3O	67192644	InChI=1S/C20H20O5/c21-17-12-6-4-10-15(17)19(22)25-18-13-7-5-11-16(18)20(23)24-14-8-2-1-3-9-14/h4-7,10-14,21H,1-3,8-9H2	340.375
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCCOC(=O)C1=CC=CC=C1OC(=O)C	67174596	InChI=1S/C33H42O6/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-26-32(35)37-27-28-38-33(36)30-24-22-23-25-31(30)39-29(2)34/h4-5,7-8,10-11,13-14,16-17,19-20,22-25H,3,6,9,12,15,18,21,26-28H2,1-2H3	534.693
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCCOC(=O)C1=CC=CC=C1OC(=O)C	67173907	InChI=1S/C33H42O6/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-26-32(35)37-27-28-38-33(36)30-24-22-23-25-31(30)39-29(2)34/h4-5,7-8,10-11,13-14,16-17,19-20,22-25H,3,6,9,12,15,18,21,26-28H2,1-2H3/b5-4-,8-7-,11-10-,14-13-,17-16-,20-19-	534.693
C1COCC1OC2=CC=CC=C2C(=O)O	67172017	InChI=1S/C11H12O4/c12-11(13)9-3-1-2-4-10(9)15-8-5-6-14-7-8/h1-4,8H,5-7H2,(H,12,13)/t8-/m0/s1	208.213
COC(=O)C1=CC=CC=C1OC2CCOC2	67170249	InChI=1S/C12H14O4/c1-14-12(13)10-4-2-3-5-11(10)16-9-6-7-15-8-9/h2-5,9H,6-8H2,1H3/t9-/m0/s1	222.24
COC(=O)C1=CC=CC=C1OC2CCOC2	67170248	InChI=1S/C12H14O4/c1-14-12(13)10-4-2-3-5-11(10)16-9-6-7-15-8-9/h2-5,9H,6-8H2,1H3	222.24
CCCO.CC(COC1=CC=CC=C1C(=O)O)O	66713323	InChI=1S/C10H12O4.C3H8O/c1-7(11)6-14-9-5-3-2-4-8(9)10(12)13;1-2-3-4/h2-5,7,11H,6H2,1H3,(H,12,13);4H,2-3H2,1H3	256.298
CCC(OC1=CC=CC=C1C(=O)O)Cl	66615034	InChI=1S/C10H11ClO3/c1-2-9(11)14-8-6-4-3-5-7(8)10(12)13/h3-6,9H,2H2,1H3,(H,12,13)/t9-/m1/s1	214.645
CC(C(F)(F)F)OC1=CC=CC=C1C(=O)O	66275646	InChI=1S/C10H9F3O3/c1-6(10(11,12)13)16-8-5-3-2-4-7(8)9(14)15/h2-6H,1H3,(H,14,15)	234.174
CCOC1=CC=CC=C1C(=O)OC(C)(C)C	63897542	InChI=1S/C13H18O3/c1-5-15-11-9-7-6-8-10(11)12(14)16-13(2,3)4/h6-9H,5H2,1-4H3	222.284
C=CCOC1=C(C=C(C=C1)F)C(=O)O	63674181	InChI=1S/C10H9FO3/c1-2-5-14-9-4-3-7(11)6-8(9)10(12)13/h2-4,6H,1,5H2,(H,12,13)	196.177
CSCCCOC1=CC=CC=C1C(=O)O	63098089	InChI=1S/C11H14O3S/c1-15-8-4-7-14-10-6-3-2-5-9(10)11(12)13/h2-3,5-6H,4,7-8H2,1H3,(H,12,13)	226.29
C1=CC=C(C(=C1)C(=O)O)OC2=C(C(=CC=C2)F)F	63037964	InChI=1S/C13H8F2O3/c14-9-5-3-7-11(12(9)15)18-10-6-2-1-4-8(10)13(16)17/h1-7H,(H,16,17)	250.201
C1CC(C1)OC2=C(C=CC=C2F)C(=O)O	62649801	InChI=1S/C11H11FO3/c12-9-6-2-5-8(11(13)14)10(9)15-7-3-1-4-7/h2,5-7H,1,3-4H2,(H,13,14)	210.204
C1=CC(=C(C(=C1)F)OC2=CC=C(C=C2)F)C(=O)O	62649623	InChI=1S/C13H8F2O3/c14-8-4-6-9(7-5-8)18-12-10(13(16)17)2-1-3-11(12)15/h1-7H,(H,16,17)	250.201
C1CCC(CC1)OC2=C(C=CC=C2F)C(=O)O	62649621	InChI=1S/C13H15FO3/c14-11-8-4-7-10(13(15)16)12(11)17-9-5-2-1-3-6-9/h4,7-9H,1-3,5-6H2,(H,15,16)	238.258
CC(C)OC1=C(C=CC=C1F)C(=O)O	62649460	InChI=1S/C10H11FO3/c1-6(2)14-9-7(10(12)13)4-3-5-8(9)11/h3-6H,1-2H3,(H,12,13)	198.193
CCCC(C)COC1=CC=CC=C1C(=O)O	62265343	InChI=1S/C13H18O3/c1-3-6-10(2)9-16-12-8-5-4-7-11(12)13(14)15/h4-5,7-8,10H,3,6,9H2,1-2H3,(H,14,15)	222.284
C1CCCC(CC1)OC2=CC=CC=C2C(=O)O	62229994	InChI=1S/C14H18O3/c15-14(16)12-9-5-6-10-13(12)17-11-7-3-1-2-4-8-11/h5-6,9-11H,1-4,7-8H2,(H,15,16)	234.295
CCC(C)COC1=CC=CC=C1C(=O)O	62104539	InChI=1S/C12H16O3/c1-3-9(2)8-15-11-7-5-4-6-10(11)12(13)14/h4-7,9H,3,8H2,1-2H3,(H,13,14)	208.257
CC1=CC(=C(C=C1)OC(C)C)C(=O)O	61379808	InChI=1S/C11H14O3/c1-7(2)14-10-5-4-8(3)6-9(10)11(12)13/h4-7H,1-3H3,(H,12,13)	194.23
C1=CC(=C(C=C1F)C(=O)O)OCC(F)(F)F	60767212	InChI=1S/C9H6F4O3/c10-5-1-2-7(6(3-5)8(14)15)16-4-9(11,12)13/h1-3H,4H2,(H,14,15)	238.138
CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].[Ca+2]	57464276	InChI=1S/2C9H8O4.Ca/c2*1-6(10)13-8-5-3-2-4-7(8)9(11)12;/h2*2-5H,1H3,(H,11,12);/q;;+2/p-2	398.38
CCOC1=CC=CC=C1C(=O)OC(=O)C2=CC=CC=C2OCC	57370991	InChI=1S/C18H18O5/c1-3-21-15-11-7-5-9-13(15)17(19)23-18(20)14-10-6-8-12-16(14)22-4-2/h5-12H,3-4H2,1-2H3	314.337
C1COCCC1COC2=CC=CC=C2C(=O)O	55210238	InChI=1S/C13H16O4/c14-13(15)11-3-1-2-4-12(11)17-9-10-5-7-16-8-6-10/h1-4,10H,5-9H2,(H,14,15)	236.267
CCCCOC(=O)COC1=CC=CC=C1C(=O)O	54943291	InChI=1S/C13H16O5/c1-2-3-8-17-12(14)9-18-11-7-5-4-6-10(11)13(15)16/h4-7H,2-3,8-9H2,1H3,(H,15,16)	252.266
CCCCOC1=CC=CC=C1C(=O)OC2=CC=CC(=C2)C(=O)O	54855262	InChI=1S/C18H18O5/c1-2-3-11-22-16-10-5-4-9-15(16)18(21)23-14-8-6-7-13(12-14)17(19)20/h4-10,12H,2-3,11H2,1H3,(H,19,20)	314.337
CCCCCCOC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O	54855027	InChI=1S/C20H22O5/c1-2-3-4-9-14-24-17-12-7-6-11-16(17)20(23)25-18-13-8-5-10-15(18)19(21)22/h5-8,10-13H,2-4,9,14H2,1H3,(H,21,22)	342.391
CC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O	54855023	InChI=1S/C15H12O4/c1-10-6-2-3-7-11(10)15(18)19-13-9-5-4-8-12(13)14(16)17/h2-9H,1H3,(H,16,17)	256.257
COC(=O)C1=CC=CC=C1OC(=O)CCCCl	54792737	InChI=1S/C12H13ClO4/c1-16-12(15)9-5-2-3-6-10(9)17-11(14)7-4-8-13/h2-3,5-6H,4,7-8H2,1H3	256.682
CCC(CC)C(=O)C1=C(C2=CC=CC=C2OC1=O)O	54698960	InChI=1S/C15H16O4/c1-3-9(4-2)13(16)12-14(17)10-7-5-6-8-11(10)19-15(12)18/h5-9,17H,3-4H2,1-2H3	260.289
CC(C)C(=O)C1=C(C2=CC=CC=C2OC1=O)O	54689726	InChI=1S/C13H12O4/c1-7(2)11(14)10-12(15)8-5-3-4-6-9(8)17-13(10)16/h3-7,15H,1-2H3	232.235
CCCCCC(=O)C1=C(C2=CC=CC=C2OC1=O)O	54686488	InChI=1S/C15H16O4/c1-2-3-4-8-11(16)13-14(17)10-7-5-6-9-12(10)19-15(13)18/h5-7,9,17H,2-4,8H2,1H3	260.289
C1=CC=C(C(=C1)C(=O)O)OCC(CO)O.[Na+]	54606006	InChI=1S/C10H12O5.Na/c11-5-7(12)6-15-9-4-2-1-3-8(9)10(13)14;/h1-4,7,11-12H,5-6H2,(H,13,14);/q;+1	235.191
CC(=O)OC1=CC=CC=C1C(=O)OC(=O)C	54404401	InChI=1S/C11H10O5/c1-7(12)15-10-6-4-3-5-9(10)11(14)16-8(2)13/h3-6H,1-2H3/i8+2	224.188
C1=CC=C(C=C1)OC2=C(C=CC=C2F)C(=O)O	54164510	InChI=1S/C13H9FO3/c14-11-8-4-7-10(13(15)16)12(11)17-9-5-2-1-3-6-9/h1-8H,(H,15,16)	232.21
COC(=O)C1=CC=CC=C1OCC2=CC=CC=C2O	53817490	InChI=1S/C15H14O4/c1-18-15(17)12-7-3-5-9-14(12)19-10-11-6-2-4-8-13(11)16/h2-9,16H,10H2,1H3	258.273
CCCOC1=C(C=CC=C1F)C(=O)O	53425669	InChI=1S/C10H11FO3/c1-2-6-14-9-7(10(12)13)4-3-5-8(9)11/h3-5H,2,6H2,1H3,(H,12,13)	198.193
COC(=O)C1=CC=CC=C1OCC2CC2	53415134	InChI=1S/C12H14O3/c1-14-12(13)10-4-2-3-5-11(10)15-8-9-6-7-9/h2-5,9H,6-8H2,1H3	206.241
C1CCOC(=O)C2=CC=CC=C2OCCCC=CC1	53392275	InChI=1S/C16H20O3/c17-16-14-10-6-7-11-15(14)18-12-8-4-2-1-3-5-9-13-19-16/h1-2,6-7,10-11H,3-5,8-9,12-13H2/b2-1-	260.333
CC(C)C(=O)OC1=CC=CC=C1C(=O)OOC(=O)C2=CC=CC=C2OC(=O)C(C)C	52952842	InChI=1S/C22H22O8/c1-13(2)19(23)27-17-11-7-5-9-15(17)21(25)29-30-22(26)16-10-6-8-12-18(16)28-20(24)14(3)4/h5-14H,1-4H3	414.41
CC1=CC(=C(C=C1)OCCF)C(=O)O	51357094	InChI=1S/C10H11FO3/c1-7-2-3-9(14-5-4-11)8(6-7)10(12)13/h2-3,6H,4-5H2,1H3,(H,12,13)	198.193
C1=CC=C(C=C1)OC(=O)C2=C(C=CC(=C2)I)O	44829020	InChI=1S/C13H9IO3/c14-9-6-7-12(15)11(8-9)13(16)17-10-4-2-1-3-5-10/h1-8,15H	340.116
CCOC1=C(C=C(C=C1)I)C(=O)OC	44828961	InChI=1S/C10H11IO3/c1-3-14-9-5-4-7(11)6-8(9)10(12)13-2/h4-6H,3H2,1-2H3	306.099
C1CCC(CC1)CCOC2=CC=CC=C2C(=O)O	44769598	InChI=1S/C15H20O3/c16-15(17)13-8-4-5-9-14(13)18-11-10-12-6-2-1-3-7-12/h4-5,8-9,12H,1-3,6-7,10-11H2,(H,16,17)	248.322
B(C1=CC(=C(C=C1)C(=O)O)OC2CCCCC2)(O)O	44754833	InChI=1S/C13H17BO5/c15-13(16)11-7-6-9(14(17)18)8-12(11)19-10-4-2-1-3-5-10/h6-8,10,17-18H,1-5H2,(H,15,16)	264.084
CC(=CCOC(=O)C1=CC=CC=C1OC(=O)C)C=CC=C(C)C=CC2=CCCCC2(C)C	44581315	InChI=1S/C28H34O4/c1-21(16-17-24-13-8-9-19-28(24,4)5)11-10-12-22(2)18-20-31-27(30)25-14-6-7-15-26(25)32-23(3)29/h6-7,10-18H,8-9,19-20H2,1-5H3/b12-10+,17-16+,21-11+,22-18+	434.576
C1=CC=C(C(=C1)C(=O)O)OC2=CC(=C(C=C2)F)F	43554848	InChI=1S/C13H8F2O3/c14-10-6-5-8(7-11(10)15)18-12-4-2-1-3-9(12)13(16)17/h1-7H,(H,16,17)	250.201
CCC(C)(C)OC1=CC=CC=C1C(=O)O	29003736	InChI=1S/C12H16O3/c1-4-12(2,3)15-10-8-6-5-7-9(10)11(13)14/h5-8H,4H2,1-3H3,(H,13,14)	208.257
CCCCCCC(C)OC1=CC=CC=C1C(=O)O	29003628	InChI=1S/C15H22O3/c1-3-4-5-6-9-12(2)18-14-11-8-7-10-13(14)15(16)17/h7-8,10-12H,3-6,9H2,1-2H3,(H,16,17)/t12-/m1/s1	250.338
CCOC1=CC=CC=C1C(=O)CCCCCCC(=O)O	24727054	InChI=1S/C16H22O4/c1-2-20-15-11-8-7-9-13(15)14(17)10-5-3-4-6-12-16(18)19/h7-9,11H,2-6,10,12H2,1H3,(H,18,19)	278.348
CCOC1=CC=CC=C1C(=O)CCCCCC(=O)O	24727053	InChI=1S/C15H20O4/c1-2-19-14-10-7-6-8-12(14)13(16)9-4-3-5-11-15(17)18/h6-8,10H,2-5,9,11H2,1H3,(H,17,18)	264.321
CCOC1=CC=CC=C1C(=O)CCCCC(=O)O	24727052	InChI=1S/C14H18O4/c1-2-18-13-9-5-3-7-11(13)12(15)8-4-6-10-14(16)17/h3,5,7,9H,2,4,6,8,10H2,1H3,(H,16,17)	250.294
COC1=CC=CC=C1C(=O)CCCCCC(=O)O	24726932	InChI=1S/C14H18O4/c1-18-13-9-6-5-7-11(13)12(15)8-3-2-4-10-14(16)17/h5-7,9H,2-4,8,10H2,1H3,(H,16,17)	250.294
COC1=CC=CC=C1C(=O)CCCCC(=O)O	24726931	InChI=1S/C13H16O4/c1-17-12-8-4-2-6-10(12)11(14)7-3-5-9-13(15)16/h2,4,6,8H,3,5,7,9H2,1H3,(H,15,16)	236.267
CCCC(=O)OCOC(=O)C1=CC=CC=C1OC(=O)C	23275435	InChI=1S/C14H16O6/c1-3-6-13(16)18-9-19-14(17)11-7-4-5-8-12(11)20-10(2)15/h4-5,7-8H,3,6,9H2,1-2H3	280.276
C1=CC=C(C(=C1)C(=O)O)OCCCCl	23036316	InChI=1S/C10H11ClO3/c11-6-3-7-14-9-5-2-1-4-8(9)10(12)13/h1-2,4-5H,3,6-7H2,(H,12,13)	214.645
CC1=CC=CC(=C1OCCOC(=O)C)C(=O)O	23030598	InChI=1S/C12H14O5/c1-8-4-3-5-10(12(14)15)11(8)17-7-6-16-9(2)13/h3-5H,6-7H2,1-2H3,(H,14,15)	238.239
CCCCC1=CC=CC=C1OC2=CC=CC=C2C(=O)O	21807129	InChI=1S/C17H18O3/c1-2-3-8-13-9-4-6-11-15(13)20-16-12-7-5-10-14(16)17(18)19/h4-7,9-12H,2-3,8H2,1H3,(H,18,19)	270.328
CC(=O)OC1=CC=CC=C1COC2=CC=CC=C2C(=O)O	20056445	InChI=1S/C16H14O5/c1-11(17)21-14-8-4-2-6-12(14)10-20-15-9-5-3-7-13(15)16(18)19/h2-9H,10H2,1H3,(H,18,19)	286.283
C1=CC=C(C(=C1)C(=O)O)OC(=O)C(O)O	17978888	InChI=1S/C9H8O6/c10-7(11)5-3-1-2-4-6(5)15-9(14)8(12)13/h1-4,8,12-13H,(H,10,11)	212.157
C=CC(=O)CCCCOC1=CC=CC=C1C(=O)O	17964791	InChI=1S/C14H16O4/c1-2-11(15)7-5-6-10-18-13-9-4-3-8-12(13)14(16)17/h2-4,8-9H,1,5-7,10H2,(H,16,17)	248.278
CC(=C)C(=O)OC1=CC=C(C=C1)OC2=CC=CC=C2C(=O)O	17942730	InChI=1S/C17H14O5/c1-11(2)17(20)22-13-9-7-12(8-10-13)21-15-6-4-3-5-14(15)16(18)19/h3-10H,1H2,2H3,(H,18,19)	298.294
COC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)I	17086595	InChI=1S/C14H11IO3/c1-17-13-5-3-2-4-12(13)14(16)18-11-8-6-10(15)7-9-11/h2-9H,1H3	354.143
CC(=O)OC1=CC=CC=C1C(=O)O[Al]OC(=O)C2=CC=CC=C2OC(=O)C.O	16695710	InChI=1S/2C9H8O4.Al.H2O/c2*1-6(10)13-8-5-3-2-4-7(8)9(11)12;;/h2*2-5H,1H3,(H,11,12);;1H2/q;;+2;/p-2	403.299
COC(=O)C1=CC=CC=C1OC2CCCC2	16051798	InChI=1S/C13H16O3/c1-15-13(14)11-8-4-5-9-12(11)16-10-6-2-3-7-10/h4-5,8-10H,2-3,6-7H2,1H3	220.268
CC(=CCOC1=CC=CC=C1C(=O)OC)C	15892922	InChI=1S/C13H16O3/c1-10(2)8-9-16-12-7-5-4-6-11(12)13(14)15-3/h4-8H,9H2,1-3H3	220.268
C=CCOC1=CC(=C(C=C1)O)C(=O)OCC=C	15657540	InChI=1S/C13H14O4/c1-3-7-16-10-5-6-12(14)11(9-10)13(15)17-8-4-2/h3-6,9,14H,1-2,7-8H2	234.251
CCOC(=O)COC(=O)C1=CC=CC=C1OC(=O)C	15616260	InChI=1S/C13H14O6/c1-3-17-12(15)8-18-13(16)10-6-4-5-7-11(10)19-9(2)14/h4-7H,3,8H2,1-2H3	266.249
COC(=O)C1=CC=CC=C1OCCC=C	14942392	InChI=1S/C12H14O3/c1-3-4-9-15-11-8-6-5-7-10(11)12(13)14-2/h3,5-8H,1,4,9H2,2H3	206.241
CCOC(=O)CCCCCCC(=O)OC1=CC=CC=C1C(=O)C	14844886	InChI=1S/C18H24O5/c1-3-22-17(20)12-6-4-5-7-13-18(21)23-16-11-9-8-10-15(16)14(2)19/h8-11H,3-7,12-13H2,1-2H3	320.385
CCOC(=O)CCCCCC(=O)OC1=CC=CC=C1C(=O)C	14844885	InChI=1S/C17H22O5/c1-3-21-16(19)11-5-4-6-12-17(20)22-15-10-8-7-9-14(15)13(2)18/h7-10H,3-6,11-12H2,1-2H3	306.358
CCOC(=O)CCCCCC(=O)OC1=CC=CC=C1C=O	14844881	InChI=1S/C16H20O5/c1-2-20-15(18)10-4-3-5-11-16(19)21-14-9-7-6-8-13(14)12-17/h6-9,12H,2-5,10-11H2,1H3	292.331
CC1=CC=CC=C1OC(=O)C2=CC=CC=C2OCC=C	14660764	InChI=1S/C17H16O3/c1-3-12-19-16-11-7-5-9-14(16)17(18)20-15-10-6-4-8-13(15)2/h3-11H,1,12H2,2H3	268.312
COC1=CC=CC=C1C(=O)OC2=CC=CC=C2I	14629499	InChI=1S/C14H11IO3/c1-17-12-8-4-2-6-10(12)14(16)18-13-9-5-3-7-11(13)15/h2-9H,1H3	354.143
CC(=O)OC1=CC(=C(C=C1)OC(=O)C)C(=O)OC	14343347	InChI=1S/C12H12O6/c1-7(13)17-9-4-5-11(18-8(2)14)10(6-9)12(15)16-3/h4-6H,1-3H3	252.222
CCCCCCCCCCCC(=O)OC1=C(C=C(C=C1)I)C(=O)O	13787572	InChI=1S/C19H27IO4/c1-2-3-4-5-6-7-8-9-10-11-18(21)24-17-13-12-15(20)14-16(17)19(22)23/h12-14H,2-11H2,1H3,(H,22,23)	446.325
CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].[Mg+2]	13517858	InChI=1S/2C9H8O4.Mg/c2*1-6(10)13-8-5-3-2-4-7(8)9(11)12;/h2*2-5H,1H3,(H,11,12);/q;;+2/p-2	382.607
CCC(=O)OC1=CC=CC=C1C(=O)C	13357022	InChI=1S/C11H12O3/c1-3-11(13)14-10-7-5-4-6-9(10)8(2)12/h4-7H,3H2,1-2H3	192.214
CCOC(=O)C1=CC=CC=C1OCCCO	13295782	InChI=1S/C12H16O4/c1-2-15-12(14)10-6-3-4-7-11(10)16-9-5-8-13/h3-4,6-7,13H,2,5,8-9H2,1H3	224.256
CC(=O)OC1=CC=CC=C1C(=O)OCC(C)(C)C	13107940	InChI=1S/C14H18O4/c1-10(15)18-12-8-6-5-7-11(12)13(16)17-9-14(2,3)4/h5-8H,9H2,1-4H3	250.294
CC(=O)OC1=CC=CC=C1C(=O)OCOC(=O)C(C)(C)C	12840071	InChI=1S/C15H18O6/c1-10(16)21-12-8-6-5-7-11(12)13(17)19-9-20-14(18)15(2,3)4/h5-8H,9H2,1-4H3	294.303
COC(=O)C1=C(C=CC=C1OCC=C)O	12588085	InChI=1S/C11H12O4/c1-3-7-15-9-6-4-5-8(12)10(9)11(13)14-2/h3-6,12H,1,7H2,2H3	208.213
CCCC(=O)OCC(COC(=O)CCC)OC(=O)C1=CC=CC=C1OC(=O)C	12541258	InChI=1S/C20H26O8/c1-4-8-18(22)25-12-15(13-26-19(23)9-5-2)28-20(24)16-10-6-7-11-17(16)27-14(3)21/h6-7,10-11,15H,4-5,8-9,12-13H2,1-3H3	394.42
CC(=O)OCC(COC(=O)C)OC(=O)C1=CC=CC=C1OC(=O)C	12541257	InChI=1S/C16H18O8/c1-10(17)21-8-13(9-22-11(2)18)24-16(20)14-6-4-5-7-15(14)23-12(3)19/h4-7,13H,8-9H2,1-3H3	338.312
CCOC1=CC(=C(C=C1)C(=O)O)OC(=O)C	12366426	InChI=1S/C11H12O5/c1-3-15-8-4-5-9(11(13)14)10(6-8)16-7(2)12/h4-6H,3H2,1-2H3,(H,13,14)	224.212
CCC1=CC(=C(C=C1)C(=O)O)OC(=O)C	12366422	InChI=1S/C11H12O4/c1-3-8-4-5-9(11(13)14)10(6-8)15-7(2)12/h4-6H,3H2,1-2H3,(H,13,14)	208.213
COC(=O)C1=CC=CC=C1O	12196098	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3/i5D	153.155
CCCC(=O)OC1=CC=CC=C1C(=O)OCC	12080864	InChI=1S/C13H16O4/c1-3-7-12(14)17-11-9-6-5-8-10(11)13(15)16-4-2/h5-6,8-9H,3-4,7H2,1-2H3	236.267
CCCCCCCCCCCC(=O)OC1=CC=CC=C1C(=O)OC	12080862	InChI=1S/C20H30O4/c1-3-4-5-6-7-8-9-10-11-16-19(21)24-18-15-13-12-14-17(18)20(22)23-2/h12-15H,3-11,16H2,1-2H3	334.456
COC1=CC(=C(C=C1)OC2=CC=CC=C2)C(=O)O	12025779	InChI=1S/C14H12O4/c1-17-11-7-8-13(12(9-11)14(15)16)18-10-5-3-2-4-6-10/h2-9H,1H3,(H,15,16)	244.246
COC(=O)C=CCOC1=CC=CC=C1C=O	11806202	InChI=1S/C12H12O4/c1-15-12(14)7-4-8-16-11-6-3-2-5-10(11)9-13/h2-7,9H,8H2,1H3/b7-4-	220.224
C#CCOC1=CC=CC=C1C(=O)OCC#C	11736031	InChI=1S/C13H10O3/c1-3-9-15-12-8-6-5-7-11(12)13(14)16-10-4-2/h1-2,5-8H,9-10H2	214.22
CC(=CCOC1=CC=CC=C1C(=O)OCC=C(C)C)C	11448726	InChI=1S/C17H22O3/c1-13(2)9-11-19-16-8-6-5-7-15(16)17(18)20-12-10-14(3)4/h5-10H,11-12H2,1-4H3	274.36
CC(=O)OCC=CCCCOC(=O)C1=CC=CC=C1O	11300403	InChI=1S/C15H18O5/c1-12(16)19-10-6-2-3-7-11-20-15(18)13-8-4-5-9-14(13)17/h2,4-6,8-9,17H,3,7,10-11H2,1H3/b6-2+	278.304
COC1=CC=CC=C1C(=O)CCCCCCC(=O)O	11097418	InChI=1S/C15H20O4/c1-19-14-10-7-6-8-12(14)13(16)9-4-2-3-5-11-15(17)18/h6-8,10H,2-5,9,11H2,1H3,(H,17,18)	264.321
CCOC(=O)C=CCOC1=CC=CC=C1C=O	11053565	InChI=1S/C13H14O4/c1-2-16-13(15)8-5-9-17-12-7-4-3-6-11(12)10-14/h3-8,10H,2,9H2,1H3/b8-5+	234.251
COC(=O)C=CCOC1=CC=CC=C1C=O	11009486	InChI=1S/C12H12O4/c1-15-12(14)7-4-8-16-11-6-3-2-5-10(11)9-13/h2-7,9H,8H2,1H3/b7-4+	220.224
CC(C)(C)COC1=CC=CC=C1C(=O)OC	10933047	InChI=1S/C13H18O3/c1-13(2,3)9-16-11-8-6-5-7-10(11)12(14)15-4/h5-8H,9H2,1-4H3	222.284
COC1=C(C(=CC=C1)[Se]CC(=O)O)C(=O)O	10869961	InChI=1S/C10H10O5Se/c1-15-6-3-2-4-7(9(6)10(13)14)16-5-8(11)12/h2-4H,5H2,1H3,(H,11,12)(H,13,14)	289.156
C1=CC(=C(C=C1I)C(=O)O)OCCF	10686354	InChI=1S/C9H8FIO3/c10-3-4-14-8-2-1-6(11)5-7(8)9(12)13/h1-2,5H,3-4H2,(H,12,13)	310.063
C=CCOC1=C(C=C(C=C1)I)C(=O)O	10614437	InChI=1S/C10H9IO3/c1-2-5-14-9-4-3-7(11)6-8(9)10(12)13/h2-4,6H,1,5H2,(H,12,13)	304.083
CCOC1=C(C=C(C=C1)I)C(=O)O	10613557	InChI=1S/C9H9IO3/c1-2-13-8-4-3-6(10)5-7(8)9(11)12/h3-5H,2H2,1H3,(H,11,12)	292.072
CCCC(=O)OC(CO)COC(=O)C1=CC=CC=C1OC(=O)C	10448909	InChI=1S/C16H20O7/c1-3-6-15(19)23-12(9-17)10-21-16(20)13-7-4-5-8-14(13)22-11(2)18/h4-5,7-8,12,17H,3,6,9-10H2,1-2H3	324.329
CCCC(=O)OCC(COC(=O)C1=CC=CC=C1OC(=O)C)O	10019128	InChI=1S/C16H20O7/c1-3-6-15(19)21-9-12(18)10-22-16(20)13-7-4-5-8-14(13)23-11(2)17/h4-5,7-8,12,18H,3,6,9-10H2,1-2H3	324.329
C1=CC=C(C(=C1)C=O)OCCCCCCCC(=O)O	9838157	InChI=1S/C15H20O4/c16-12-13-8-5-6-9-14(13)19-11-7-3-1-2-4-10-15(17)18/h5-6,8-9,12H,1-4,7,10-11H2,(H,17,18)	264.321
C1CC(OC1)COC2=CC=CC=C2C(=O)O	9118379	InChI=1S/C12H14O4/c13-12(14)10-5-1-2-6-11(10)16-8-9-4-3-7-15-9/h1-2,5-6,9H,3-4,7-8H2,(H,13,14)/t9-/m0/s1	222.24
C1=CC=C(C(=C1)C(=O)O)OC(=O)C=CC(=O)OC2=CC=CC=C2C(=O)O	6728939	InChI=1S/C18H12O8/c19-15(25-13-7-3-1-5-11(13)17(21)22)9-10-16(20)26-14-8-4-2-6-12(14)18(23)24/h1-10H,(H,21,22)(H,23,24)	356.286
CCOC(=O)C1=CC=CC=C1OCC(CO)O	5744708	InChI=1S/C12H16O5/c1-2-16-12(15)10-5-3-4-6-11(10)17-8-9(14)7-13/h3-6,9,13-14H,2,7-8H2,1H3	240.255
CCCCCCCCCC(=O)OC1=CC=CC=C1C(=O)OC	4639372	InChI=1S/C18H26O4/c1-3-4-5-6-7-8-9-14-17(19)22-16-13-11-10-12-15(16)18(20)21-2/h10-13H,3-9,14H2,1-2H3	306.402
CCCCCCCCOC1=CC=CC=C1C(=O)OC	4194794	InChI=1S/C16H24O3/c1-3-4-5-6-7-10-13-19-15-12-9-8-11-14(15)16(17)18-2/h8-9,11-12H,3-7,10,13H2,1-2H3	264.365
