PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT
C1=CN=C(N1)ON	57501143	LFVRJTOLPGFXHU-UHFFFAOYSA-N	C3H5N3O	99.093
C[N+]1=CNC=C1.Cl.[Cl-]	57507721	CATCTHXIBSXGEN-UHFFFAOYSA-N	C4H8Cl2N2	155.022
C1=CN=C(N1)NC=[W]	57755933	JJRJQMSFAYUZKP-UHFFFAOYSA-N	C4H5N3W	278.945
C=CN=CCC1=NC=CN1	58939654	WOUFCSMMBFPREL-UHFFFAOYSA-N	C7H9N3	135.17
CPC1=NC=CN1	59611527	WIGDKJOFWPQAMV-UHFFFAOYSA-N	C4H7N2P	114.088
CC(=NCC1=NC=CN1)N	64523221	JDWNCUYOHGLPBQ-UHFFFAOYSA-N	C6H10N4	138.174
CCNC(=NCC1=NC=CN1)N	64530805	OXYGTQOLSUGAAI-UHFFFAOYSA-N	C7H13N5	167.216
CN=C(N)NCC1=NC=CN1	64530993	DYISBYHPWHOZJT-UHFFFAOYSA-N	C6H11N5	153.189
C1=CN=C(N1)CN=C=S	64532417	XDVUCKCKSFYOCO-UHFFFAOYSA-N	C5H5N3S	139.176
C1=C(NC(=N1)N)I	66221555	JZELJOIKRDLZFF-UHFFFAOYSA-N	C3H4IN3	208.99
C1=CN=CN1.[Cu]	66602427	OLQDGRQSFFQIIZ-UHFFFAOYSA-N	C3H4CuN2	131.625
C1=CN=C(N1)NS(=O)O	66624417	OPIDKGMATVLIOB-UHFFFAOYSA-N	C3H5N3O2S	147.152
C1=CN=C(N1)N.C(#N)O.C(#N)O	66651759	WFVBQIFDYSMSCI-UHFFFAOYSA-N	C5H7N5O2	169.144
C1=CN=CN1.O=[Al].Cl	66668217	CFLPPEJBYYSCGO-UHFFFAOYSA-N	C3H5AlClN2O	147.518
C1=CN=CN1.[Si]	66682293	NMILVDSXWZZAKX-UHFFFAOYSA-N	C3H4N2Si	96.164
CC(N)[N+]1=CNC=C1	66826894	VNQMPGVSKGMQSI-UHFFFAOYSA-O	C5H10N3+	112.156
C[N+]1=CNC=C1.O	66832321	SQJUUHQSSLGAOR-UHFFFAOYSA-O	C4H9N2O+	101.129
[B](O)O.C1=CN=CN1	66847845	DZCVQILPDGPFKO-UHFFFAOYSA-N	C3H6BN2O2	112.903
CCI.C1=CN=CN1	66868524	VUZFRQFMZSGSAE-UHFFFAOYSA-N	C5H9IN2	224.045
C1=CN=CN1.[Zn]	66871233	ALDXNLXJHWOGNT-UHFFFAOYSA-N	C3H4N2Zn	133.459
[H+].C1=CN=C(N1)N.[O-]S(=O)(=O)[O-]	66915086	LEUJVEZIEALICS-UHFFFAOYSA-M	C3H6N3O4S-	180.158
C1=CN=C(N1)OS(=O)O	66925761	AZTFKFABBULLQV-UHFFFAOYSA-N	C3H4N2O3S	148.136
CCl.C1=CN=CN1	66927402	NMUUVEZOVUBZNY-UHFFFAOYSA-N	C4H7ClN2	118.564
C1=C[N+](=CN1)CI	66958228	JFJAJNFNCIVJKF-UHFFFAOYSA-O	C4H6IN2+	209.01
CC1=NC=CN1.[Cu]	66992183	JARQOFMRMQNEOU-UHFFFAOYSA-N	C4H6CuN2	145.652
C[Si](C)C1=NC=CN1	67056277	IPWYKFDTCDSNNW-UHFFFAOYSA-N	C5H9N2Si	125.226
CC1=NC=CN1.[Zn]	67195592	JVTMLBYYQYMFLV-UHFFFAOYSA-N	C4H6N2Zn	147.486
C1=CN=CN1.N.N	67217669	NNTQIDVMRRCTTC-UHFFFAOYSA-N	C3H10N4	102.141
C1=C[N+](=C(N1)[Si])[Si].[Cl-]	67232723	PYLURFXZPKQSDR-UHFFFAOYSA-M	C3H3ClN2Si2	158.691
C1=C[N+](=C(N1)[Si])[Si]	67232724	KXMUABNLBNHJFF-UHFFFAOYSA-N	C3H3N2Si2+	123.241
C1=CN=CN1.O=[Zn]	67355712	ASJJEKSXFQURFB-UHFFFAOYSA-N	C3H4N2OZn	149.458
C1=CN=CN1.S=[Cu]	67500548	UBYJYLLWHCDKSZ-UHFFFAOYSA-N	C3H4CuN2S	163.685
C1=CN=CN1.O.O	67700139	TVUYUQURAJOQGJ-UHFFFAOYSA-N	C3H8N2O2	104.109
CCNC1=NC=CN1.Br	67782269	ZMKBJIVKDJPPDU-UHFFFAOYSA-N	C5H10BrN3	192.06
CN(C)CC[N+]1=CNC=C1.[Cl-]	67787941	SPUGUXKJUBJRME-UHFFFAOYSA-N	C7H14ClN3	175.66
CN(C)CC[N+]1=CNC=C1	67787942	SVGDWQVJHFXSFG-UHFFFAOYSA-O	C7H14N3+	140.21
C1=CN=CN1.[O-]S(=O)(=O)[O-].[Co+2]	67806726	XYRHORSGPNNQOO-UHFFFAOYSA-L	C3H4CoN2O4S	223.068
C1=CN=CN1.C(#N)O	67828526	KMSJMMQEJIKRNG-UHFFFAOYSA-N	C4H5N3O	111.104
C1=CN=CN1.C(#N)O.C(#N)O	67828792	KPLJMQUSOGTUHL-UHFFFAOYSA-N	C5H6N4O2	154.129
CN1C=C[NH+]=C1.[I-]	67833943	VFLYBWGSQGMWHP-UHFFFAOYSA-N	C4H7IN2	210.018
CCN1C=C[NH+]=C1.[I-]	67834165	IXBVDUOPRIMGBO-UHFFFAOYSA-N	C5H9IN2	224.045
CN1C=C[NH+]=C1.[Cl-]	67835033	STCBHSHARMAIOM-UHFFFAOYSA-N	C4H7ClN2	118.564
C1=CN=CN1.[Cl-].[Cu+]	67841199	ZITAHFCXPALZHO-UHFFFAOYSA-M	C3H4ClCuN2	167.075
CNN=NC.C1=CN=CN1	67974224	BORZRGGTZDETAL-UHFFFAOYSA-N	C5H11N5	141.178
C1=CN=CN1.[NH4+].[Cl-]	68134080	SJBIIKPRKOOJQZ-UHFFFAOYSA-N	C3H8ClN3	121.568
C1=CN=CN1.O=S=O	68137605	XQKODQGEYPWVQA-UHFFFAOYSA-N	C3H4N2O2S	132.137
C1=CN=C(N1)Br.[Mg]	68193814	YVBJICOLBCWOOZ-UHFFFAOYSA-N	C3H3BrMgN2	171.28
C1=CN=C(N1)Cl.[Mg]	68193858	YJYXZUXCFCTKKB-UHFFFAOYSA-N	C3H3ClMgN2	126.826
C1=C[NH+]=CN1.[SH-]	68379445	BYVTWEDCWUISJN-UHFFFAOYSA-N	C3H6N2S	102.155
CBr.C1=CN=CN1	68578865	UMCZAYUYQYPXFM-UHFFFAOYSA-N	C4H7BrN2	163.018
C1=CN=C(N1)Br.[Zn]	68719121	QBHOJFNNUJISCL-UHFFFAOYSA-N	C3H3BrN2Zn	212.355
C1=C(NC(=N1)[Si])[Si]	68742155	HHULNBOUPGGECR-UHFFFAOYSA-N	C3H2N2Si2	122.233
C1=CN=C(N1)[Si][Si]	68742156	JYZMJNYAYQFKKL-UHFFFAOYSA-N	C3H3N2Si2	123.241
C1=CN=C(N1)[Si].[Si]	68742157	WFMWNKGJGDERGN-UHFFFAOYSA-N	C3H3N2Si2	123.241
CC1=NC=CN1.C=N	68802195	CMCZJJTZHGVARJ-UHFFFAOYSA-N	C5H9N3	111.148
C1=CN=C(N1)N.Cl.Cl	68881316	UATXNFCIIMTOHB-UHFFFAOYSA-N	C3H7Cl2N3	156.01
C1=CN=CN1.OCl	68883982	ICYURXNSGUMPGR-UHFFFAOYSA-N	C3H5ClN2O	120.536
C1=CN=CN1.O([Si])[Si]	69016206	ZIEYJOSXAJSADF-UHFFFAOYSA-N	C3H4N2OSi2	140.248
C[N+]1=CNC=C1.Cl	69022215	STCBHSHARMAIOM-UHFFFAOYSA-O	C4H8ClN2+	119.572
C1=CN=C(N1)N.I	69172983	RNDNCRUQCRNGPZ-UHFFFAOYSA-N	C3H6IN3	211.006
CC[N+]1=CNC=C1.[F-]	69254269	UOGZOXMHVOHMML-UHFFFAOYSA-N	C5H9FN2	116.139
C[N+]1=CNC=C1.[F-]	69255484	FWFCTQMGHRCUIH-UHFFFAOYSA-N	C4H7FN2	102.112
CC1=[NH+]C=CN1.[Br-]	69325023	XRTWBRAUXVBGOO-UHFFFAOYSA-N	C4H7BrN2	163.018
C1=C[NH+]=CN1.OS(=O)[O-]	69341487	PUCBCLANBVESHM-UHFFFAOYSA-N	C3H6N2O3S	150.152
C1=CN=CN1.II	69369800	DBAVXOVKNZAIRM-UHFFFAOYSA-N	C3H4I2N2	321.888
CC1=NC=CN1.[Na]	69563188	BVLNZSXJDSJRAH-UHFFFAOYSA-N	C4H6N2Na	105.096
C1=CN=CN1.[Mg].Br	69591542	OEHQNYJRQBEYOT-UHFFFAOYSA-N	C3H5BrMgN2	173.296
C1=CN=CN1.[Co]	69972429	ADXCQUSZSZFWMK-UHFFFAOYSA-N	C3H4CoN2	127.012
C1=CN=CN1.C(=O)N	70022681	SYABFBRKGAZLNN-UHFFFAOYSA-N	C4H7N3O	113.12
CCNC1=CN=C(N1)N	70035707	YWGCUIXYPNYEJQ-UHFFFAOYSA-N	C5H10N4	126.163
C1=CN=CN1.Cl.[Zn]	70044040	CCUYUUVFQRYNQF-UHFFFAOYSA-N	C3H5ClN2Zn	169.917
CC#N.C1=CN=CN1	70121253	WALIPGNVIPZUJN-UHFFFAOYSA-N	C5H7N3	109.132
CP(=S)(C)[N+]1=CNC=C1	70154502	XSEGXFRRHHESBE-UHFFFAOYSA-O	C5H10N2PS+	161.183
C1=CN=CN1.N=[N+]=[N-]	70225279	KICZJMDUCTUKHI-UHFFFAOYSA-N	C3H5N5	111.108
C=C[N+]1=C(NC=C1)N	70396019	BXMYEBDUUFDWQO-UHFFFAOYSA-O	C5H8N3+	110.14
C=O.C1=CN=CN1.N	70406769	CQDPFKDALFYPJQ-UHFFFAOYSA-N	C4H9N3O	115.136
CC[Sn](CC)(CC)C1=NC=CN1	70427316	YMDZJYRVAUHIIU-UHFFFAOYSA-N	C9H18N2Sn	272.967
C1=CN=CN1.O[P+](=O)O	70443088	ZYEQETMSWOZIHS-UHFFFAOYSA-O	C3H6N2O3P+	149.066
C1=CN=CN1.[Na+].[Cl-]	70487654	UKGYFYSDOOTHGR-UHFFFAOYSA-M	C3H4ClN2Na	126.519
C1=CN=C(N1)[O-].[Na+].Cl	70562401	XORZBWFRACBDFT-UHFFFAOYSA-M	C3H4ClN2NaO	142.518
CP.C1=CN=CN1	70575335	ODUDJACUOQUTFX-UHFFFAOYSA-N	C4H9N2P	116.104
C1=CN=C(N1)CP	70575336	NKSQZVUTMQAVBG-UHFFFAOYSA-N	C4H7N2P	114.088
C1=CN=CN1.NO	70576048	JEPZAULHCWAEKR-UHFFFAOYSA-N	C3H7N3O	101.109
C1=CN=CN1.NON	70576056	ZHQUBJAJGZSWSV-UHFFFAOYSA-N	C3H8N4O	116.124
C1=CN=CN1.Cl[Co]Cl	70615095	XUJUDETVLNVTIL-UHFFFAOYSA-L	C3H4Cl2CoN2	197.912
C1=CN=C(N1)CF.Cl	70625153	KHIWMUVGPUBUBA-UHFFFAOYSA-N	C4H6ClFN2	136.554
C1=CN=CN1.[Na].[Na]	70626960	AIIBQMUDGAVQEY-UHFFFAOYSA-N	C3H4N2Na2	114.059
C1=CN=CN1.N.N.Cl[Pt]	70701986	KVXSGYSZKSHMAP-UHFFFAOYSA-M	C3H10ClN4Pt	332.675
C1=C[NH+]=C(N1)Cl.[Cl-].[Br-]	70982070	YMHQEMXELOVEHP-UHFFFAOYSA-M	C3H4BrCl2N2-	218.883
C1=C[N+](=CN1)CCF	71071908	XOADUFKGDUTSTK-UHFFFAOYSA-O	C5H8FN2+	115.131
C1=C(NC=N1)I.Cl	71528120	OJOXVTPYLNTZPU-UHFFFAOYSA-N	C3H4ClIN2	230.433
CCNC1=NC=CN1.Cl	71756674	YPGUTVIARMTADV-UHFFFAOYSA-N	C5H10ClN3	147.606
C1=CN=C(N1)C#N.Cl	72207865	KIGJLQVEYYTWPP-UHFFFAOYSA-N	C4H4ClN3	129.547
C1=C(NC=N1)N=CNC#N	72741929	NONSGAOFENSAQO-UHFFFAOYSA-N	C5H5N5	135.13
CC(=NC1=CN=CN1)NC#N	72741932	NFPCGNZNHHQNSU-UHFFFAOYSA-N	C6H7N5	149.157
C1C=NCN1C2=NC=CN2	73949584	JZEVIOPUOQUQEM-UHFFFAOYSA-N	C6H8N4	136.158
C1=C(NC(=N1)Br)N	74891892	RQRHYUMEJPJPKF-UHFFFAOYSA-N	C3H4BrN3	161.99
C1=CN=CN1	76972953	RAXXELZNTBOGNW-VMIGTVKRSA-N	C3H4N2	71.056
C1=CN=C(N1)N.OS(=O)(=O)O	76973008	LEUJVEZIEALICS-XHQOJWOGSA-N	C3H7N3O4S	185.138
CC(CN)N(C)C1=NC=CN1	82416536	LHTYNCILZOQQND-UHFFFAOYSA-N	C7H14N4	154.217
CN(CCN)C1=NC=CN1	82418181	NQLJVYRDAWARGI-UHFFFAOYSA-N	C6H12N4	140.19
C1=CN=C(N1)CN=C(N)N=C(N)N	83034109	NVUDOOKRRMJNDI-UHFFFAOYSA-N	C6H11N7	181.203
CN(C)CCNC1=NC=CN1	83694593	PLPQIXKESWDFAZ-UHFFFAOYSA-N	C7H14N4	154.217
C1=CN=C(N1)NP(=N)(N)N	86091116	XSRXKPCIYDWERH-UHFFFAOYSA-N	C3H9N6P	160.121
C1=CN=CN1.O.O.[OH-].[Na].[Co].[W].[Bi]	86288885	BRRBVUOJGAPVOC-UHFFFAOYSA-M	C3H9BiCoN2NaO3W-	595.859
CC(=S)N.C1=CN=CN1	86584476	DZODPNNXLLCNCL-UHFFFAOYSA-N	C5H9N3S	143.208
CNC1=NC=CN1.Cl	86811569	LTNQBWDBTRVJSC-UHFFFAOYSA-N	C4H8ClN3	133.579
C1=CN=C(N1)SBr	87059212	GPQXURKEWRABIN-UHFFFAOYSA-N	C3H3BrN2S	179.035
C1=CN=CN1.[Sr]	87125145	GNZZVRWFCGPKGB-UHFFFAOYSA-N	C3H4N2Sr	155.699
C1=CN=CN1.[Ba]	87125179	HAVPNIRGNVSFKQ-UHFFFAOYSA-N	C3H4BaN2	205.406
C1=CN=CN1.P	87203183	UMXHKSZXFNVTQV-UHFFFAOYSA-N	C3H7N2P	102.077
[B-](C1=NC=CN1)(S)(S)S	87235185	XBBWJWFOIXCSBL-UHFFFAOYSA-N	C3H6BN2S3-	177.085
C1=CN=CN1.N.P	87244290	OWPCMTMXMOKHFR-UHFFFAOYSA-N	C3H10N3P	119.108
C1=CN=CN1.[Ni]	87244995	MGEDARBYSUJQFR-UHFFFAOYSA-N	C3H4N2Ni	126.772
C1=CN=CN1.O=[Sn]	87252463	PPPAUCCYCVXCIS-UHFFFAOYSA-N	C3H4N2OSn	202.788
CSC#N.C1=CN=CN1	87270902	SCPCHNUFOSGATB-UHFFFAOYSA-N	C5H7N3S	141.192
C1=CN=CN1.[NH2-].[Au+]	87290130	JSGQHBOGPBXLKB-UHFFFAOYSA-N	C3H6AuN3	281.069
C1=CN=CN1.C(=O)(N)S	87314062	BMRRUBCVBZHYOS-UHFFFAOYSA-N	C4H7N3OS	145.18
C1=CN=CN1.C(#N)N.C(#N)N	87402144	KCARCZANQZZDIH-UHFFFAOYSA-N	C5H8N6	152.161
C1=CN=CN1.C(#N)NC#N	87402145	MXTUDRWETHDXHP-UHFFFAOYSA-N	C5H5N5	135.13
B(F)(F)F.C1=CN=CN1	87453531	NXIHMZUXSZKKBX-UHFFFAOYSA-N	C3H4BF3N2	135.884
C[N+]1=CNC=C1.[Pd+2]	87465716	IPCMWKXLKRQPJO-UHFFFAOYSA-O	C4H7N2Pd+3	189.534
C1=CN=C(N1)N=C([Se])[Se]	87475022	FTYZECPPBOXQHK-UHFFFAOYSA-N	C4H3N3Se2	251.031
C1=CN=CN1.[Os]	87506441	QKUFVAFAVFCMBS-UHFFFAOYSA-N	C3H4N2Os	258.309
C1=CN=CN1.[Ru]	87516067	YLJKGLUZYGCARD-UHFFFAOYSA-N	C3H4N2Ru	169.149
C1=CN=CN1.C(=N)=O	87530097	OEIWCIOTLNSUKO-UHFFFAOYSA-N	C4H5N3O	111.104
B(F)(F)F.B(F)(F)F.C1=CN=CN1	87648829	NALKEIOTKOVVJT-UHFFFAOYSA-N	C3H4B2F6N2	203.689
C1=CN=CN1.[Pd]	87730217	YPNBSCWLBITEGH-UHFFFAOYSA-N	C3H4N2Pd	174.499
C1=CN=CN1.C(=S)S	87754063	CFYUKQRGWSQKNU-UHFFFAOYSA-N	C4H6N2S2	146.226
C1=CN=C(N1)[As]	87808876	FSKNSIKZFXCCQV-UHFFFAOYSA-N	C3H3AsN2	141.993
C1=CN=CN1.[F-].[Cs+]	87818032	PESQCXDKCZOMCY-UHFFFAOYSA-M	C3H4CsFN2	219.983
C1=C[NH+]=CN1.[Cl-].[Pd]	87841808	IVUSTYKMXXWNBO-UHFFFAOYSA-N	C3H5ClN2Pd	210.957
C1=CN=CN1.C(=O)(S)S	87844482	GIANQCDLNFFOGT-UHFFFAOYSA-N	C4H6N2OS2	162.225
C1=CN=CN1.Cl.[Ag]	87877516	FWBHSSLIAMSKRK-UHFFFAOYSA-N	C3H5AgClN2	212.405
[B-](F)(F)(F)F.C1=CN=CN1	87878878	JUOVGTNBPZKSCY-UHFFFAOYSA-N	C3H4BF4N2-	154.883
C[N+]1=C(NC=C1)Br	87897096	BANOTGHIHYMTDL-UHFFFAOYSA-O	C4H6BrN2+	162.01
C1=CN=CN1.OO	87900130	JATWMKIZWFLPGQ-UHFFFAOYSA-N	C3H6N2O2	102.093
C1=CN=C(N1)[Se]S	87974012	MGWKUKNJJMQPTB-UHFFFAOYSA-N	C3H4N2SSe	179.11
C1=CN=CN1.[Au]	88037814	IEJIXIDSYBAMLT-UHFFFAOYSA-N	C3H4AuN2	265.046
C[N+]1=CNC=C1.F[Ta-](F)(F)(F)(F)F	88102208	PAUMGHXOOLPVHA-UHFFFAOYSA-I	C4H7F6N2Ta	378.052
C1=CN=CN1.FSF	88148993	VJXZKBBBQOBVCE-UHFFFAOYSA-N	C3H4F2N2S	138.136
C1=C(NC=N1)[Sn]	88178155	YCECTGRVYPNVNZ-UHFFFAOYSA-N	C3H3N2Sn	185.781
C1=C(NC=N1)[Se]	88209833	HTAMLUTUJCXNOP-UHFFFAOYSA-N	C3H3N2Se	146.042
C1=CN=CN1.[Bi]	88213040	MLFVOMNVHCEHED-UHFFFAOYSA-N	C3H4BiN2	277.059
C1=CN=CN1.C(=O)(N)Cl	88250412	HZRNCTOAHPIGOK-UHFFFAOYSA-N	C4H6ClN3O	147.562
C1=CN=CN1.O=S(=O)(F)F	88301132	DRMINGKIVNKTJU-UHFFFAOYSA-N	C3H4F2N2O2S	170.134
C1=[C+]N=CN1.[Cl-]	88306371	KJEXGCQFYAENBX-UHFFFAOYSA-M	C3H3ClN2	102.521
C1=CN=CN1.C(#N)N=C(N)N	88314675	BOCSJSXDWXHRDI-UHFFFAOYSA-N	C5H8N6	152.161
C1=CN=CN1.F[Ti-2](F)(F)(F)(F)F.[Ni+2]	88407709	WWSRAIZGMKCGLG-UHFFFAOYSA-H	C3H4F6N2NiTi	288.63
C1=CN=CN1.Cl.[Ni]	88422286	BKUXFNDBEOQTJX-UHFFFAOYSA-N	C3H5ClN2Ni	163.23
C1=CN=CN1.Cl[Ni]	88422287	NWNKAFGALFGAPO-UHFFFAOYSA-M	C3H4ClN2Ni	162.222
C1=CN=CN1.Cl[Ni]Cl	88422288	PNNFZGRGGIJFPH-UHFFFAOYSA-L	C3H4Cl2N2Ni	197.672
C1=CN=CN1.[Pt]	88493355	PLMFNINQFUYOPA-UHFFFAOYSA-N	C3H4N2Pt	263.163
C1=CN=CN1.[Cr]	88540094	RHUKOLLOMSFOAU-UHFFFAOYSA-N	C3H4CrN2	120.075
C1=CN=C(N1)[Se+].[SH-]	88541915	UMYSEJQVKDLUPO-UHFFFAOYSA-M	C3H4N2SSe	179.11
C1=CN=C(N1)[Se+]	88541916	UIRQPGPSLOMZKA-UHFFFAOYSA-N	C3H3N2Se+	146.042
C1=CN=CN1.S=[Se]	88541918	BIIVALNCLDLFTD-UHFFFAOYSA-N	C3H4N2SSe	179.11
C1=CN=CN1.C(#N)S	88673714	QGJKCEGNUAZATI-UHFFFAOYSA-N	C4H5N3S	127.165
CC1=NC=CN1.[Ag]	88675591	RHZSMKFEFKUPGR-UHFFFAOYSA-N	C4H6AgN2	189.974
C1=CN=CN1.C(#N)S.[Zn]	88680746	AYLPYGGLLKXDNF-UHFFFAOYSA-N	C4H5N3SZn	192.545
C1=CN=C(N1)N(C#N)C(=N)N	88707901	VTIAKYFWMQGAJP-UHFFFAOYSA-N	C5H6N6	150.145
C1=CN=C(N1)N=C(N)NC#N	88707903	CQZWYGFXLIZIEB-UHFFFAOYSA-N	C5H6N6	150.145
C1=CN=CN1.[Se]	88711058	CFRJENPJKFNMGV-UHFFFAOYSA-N	C3H4N2Se	147.05
C1=CN=CN1.[Rh]	88815035	JFQVQEIMCQUKDB-UHFFFAOYSA-N	C3H4N2Rh	170.984
[B]C1=CN=C(N1)CN	89112417	UGIKYAKOJSQLQD-UHFFFAOYSA-N	C4H6BN3	106.923
C1=C[N+](=CN1)OO	89579387	TXAARUPFOYGBQD-UHFFFAOYSA-O	C3H5N2O2+	101.085
C1=CN=C(N1)PC#P	89590666	GSMCEAXNWMVPIF-UHFFFAOYSA-N	C4H4N2P2	142.038
C1=CN=CN1.C(=S)(N)S	89853455	TWTZZUFSEIEVDX-UHFFFAOYSA-N	C4H7N3S2	161.241
C1=CN=CN1.N.O	90233571	RPKMLNAILLIDDE-UHFFFAOYSA-N	C3H9N3O	103.125
C1=C[NH+]=CN1.[Cl-]	90344881	JDIIGWSSTNUWGK-UHFFFAOYSA-N	C3H5ClN2	104.537
C1=CN=CN1.NS(=O)(=O)N	90410354	MEPSUARNFOYVEW-UHFFFAOYSA-N	C3H8N4O2S	164.183
C1=CN=CN1	90473273	RAXXELZNTBOGNW-QDNHWIQGSA-N	C3H4N2	70.091
CC(=NC1=NC=CN1)N(C)C	91992568	IRQDKESGNACMQU-UHFFFAOYSA-N	C7H12N4	152.201
C1=CN=C(N1)N(O)O	101200680	CFQUSMZJDZCHKK-UHFFFAOYSA-N	C3H5N3O2	115.092
C1=CN=C(N1)NP(=N)(N=C(N)N)N=C(N)N	101383592	UYXJVFHRTBBXNP-UHFFFAOYSA-N	C5H13N10P	244.203
CC1=NC=CN1	101545645	LXBGSDVWAMZHDD-DYCDLGHISA-N	C4H6N2	83.112
CO[N+]1=CNC=C1	101848639	CGTUFAQEYJKZNR-UHFFFAOYSA-O	C4H7N2O+	99.113
C1=CN=CN1	102123714	RAXXELZNTBOGNW-DYCDLGHISA-N	C3H4N2	69.085
CC1=[NH+]C=CN1Cl.[Cl-]	102183391	HMBUCCPXYYKAPE-UHFFFAOYSA-N	C4H6Cl2N2	153.006
C1N=CN([N]1)C[N+]2=CNC=C2	102402547	UKVCEXZEULQBMH-UHFFFAOYSA-O	C6H9N5+	151.173
C1=CN=C(N1)NC#N	104185535	YZXKVXNKAJKWBK-UHFFFAOYSA-N	C4H4N4	108.104
C1=CN=C(N1)CNC#N	104185581	SZZDYLIIBWACMD-UHFFFAOYSA-N	C5H6N4	122.131
CNCCN(C)C1=NC=CN1	106552762	UAGAJCBVDPQDJL-UHFFFAOYSA-N	C7H14N4	154.217
CN(CCCN)C1=NC=CN1	106553605	MQORJLAWINVXNQ-UHFFFAOYSA-N	C7H14N4	154.217
CCN(CCN)C1=NC=CN1	106553953	LPUJFVLWWPJIJK-UHFFFAOYSA-N	C7H14N4	154.217
CCN(CC)CCNC1=NC=CN1	106555258	LTHXQQWWLHFBGX-UHFFFAOYSA-N	C9H18N4	182.271
CCN(C)CCNC1=NC=CN1	106570404	OFYNGQCIODJPAF-UHFFFAOYSA-N	C8H16N4	168.244
C1=CN=C(N1)NCCC(F)(F)F	106571623	NJTOWJKGBBKYGF-UHFFFAOYSA-N	C6H8F3N3	179.146
C1=CN=C(N1)NCC(F)F	106578242	ABGKUXJYSYWDSL-UHFFFAOYSA-N	C5H7F2N3	147.129
C1CN=C(N1)NCC2=NC=CN2	114401144	PIIWOOVRWQLKDR-UHFFFAOYSA-N	C7H11N5	165.2
C1=CN=C(N1)NS(=O)(=O)N	114959296	NDQRSZRKJUWQPO-UHFFFAOYSA-N	C3H6N4O2S	162.167
CNC1=NC=C(N1)N	117189279	RECYNMMRWQRCOT-UHFFFAOYSA-N	C4H8N4	112.136
CNC1=NC=C(N1)Br	117189280	VJADZEHCPNUPJE-UHFFFAOYSA-N	C4H6BrN3	176.017
CCNC1=NC=C(N1)N	117189567	QOUGYHNABOWPDT-UHFFFAOYSA-N	C5H10N4	126.163
C1=C[N+](=CN1)S	117703787	ZMPAPJBFYQSNFM-UHFFFAOYSA-O	C3H5N2S+	101.147
CN1C=C[NH+]=C1.[Br-]	117750358	OOKUTCYPKPJYFV-UHFFFAOYSA-N	C4H7BrN2	163.018
C1=C[N+](=CN1)S(=O)(=O)Cl	117868989	IXNPMHKUXNCGHT-UHFFFAOYSA-O	C3H4ClN2O2S+	167.587
CC=NO.C1=CN=CN1	118024369	LLUOBIKKVNHEGL-ZPYUXNTASA-N	C5H9N3O	127.147
C1=C[N+](=CN1)CC[NH-].[Au+]	118496541	GSVQQTXJDOMSIB-UHFFFAOYSA-O	C5H9AuN3+	308.115
C1=C[N+](=CN1)C(=S)N	118607504	FQXKRSQICPJBLD-UHFFFAOYSA-O	C4H6N3S+	128.173
C=NO.C1=CN=CN1	118877701	OYNPZZOPIHTSKL-UHFFFAOYSA-N	C4H7N3O	113.12
C=CNC1=NC=CN1	119083694	YTNBCAJPVWJBLH-UHFFFAOYSA-N	C5H7N3	109.132
[B]C1=CN=CN1	119090085	SEALQKATMGGYCO-UHFFFAOYSA-N	C3H3BN2	77.881
C1=C[NH+]=CN1.F.[F-]	121468238	RDTAIWOYCBZWMH-UHFFFAOYSA-N	C3H6F2N2	108.092
C1=CN=C(N1)NCC(F)(F)F	121602210	XIFUDGRDQYWPJO-UHFFFAOYSA-N	C5H6F3N3	165.119
C=NNC1=NC=CN1	122629540	JDHUBSVSYYOYMH-UHFFFAOYSA-N	C4H6N4	110.12
C1=CN=C(N1)N.Br	126673397	RHTLFVWOIYWECE-UHFFFAOYSA-N	C3H6BrN3	164.006
C1=CN=CN1.NO.Cl	129053555	WILJCHPVMILQDM-UHFFFAOYSA-N	C3H8ClN3O	137.567
C1=C[N+](=CN1)CCCCN	129206489	JVZPYJSJSQIEOG-UHFFFAOYSA-O	C7H14N3+	140.21
CC1=[N+](C=CN1)C#N	129745385	VTRGMFPXUFRLKC-UHFFFAOYSA-O	C5H6N3+	108.124
CCP(CC)C1=NC=CN1	130016116	UFIPGRHQOBVZLS-UHFFFAOYSA-N	C7H13N2P	156.169
CC=CNC1=NC=CN1	130120961	DLRWGKSCKZNQQZ-NSCUHMNNSA-N	C6H9N3	123.159
C1=C[NH+]=C(N1)O.[I-]	130366386	NTXJHHGMJQZIEF-UHFFFAOYSA-N	C3H5IN2O	211.99
C1=CN=C(N1)CNCCF	130478281	DYHDJVZFDKQGOX-UHFFFAOYSA-N	C6H10FN3	143.165
CN(CCN)CC1=NC=CN1	130604082	OIJHTDBMEYUCGR-UHFFFAOYSA-N	C7H14N4	154.217
C1=C(NC=N1)NC#N	130692107	FFPJPILNFIQSTK-UHFFFAOYSA-N	C4H4N4	108.104
CN(CC(F)F)C1=NC=CN1	130843822	ORLAYKIVOAMNMH-UHFFFAOYSA-N	C6H9F2N3	161.156
CNC(=NC)NCC1=NC=CN1	130852864	UXMJSJGLZSFNHW-UHFFFAOYSA-N	C7H13N5	167.216
